#1_edge   2_ddg  3_ddg_err
#all values in kJ/mol
edge_CHEMBL3265009_CHEMBL3265006  0.19  0.22
edge_CHEMBL3265009_CHEMBL3265003  -1.67  0.60
edge_CHEMBL3265017_CHEMBL3265026  1.82  0.37
edge_CHEMBL3265017_CHEMBL3265024  0.78  0.60
edge_CHEMBL3265017_CHEMBL3265016  0.59  0.34
edge_CHEMBL3265017_CHEMBL3265027  0.57  0.50
edge_CHEMBL3265017_CHEMBL3265020  0.05  0.09
edge_CHEMBL3265017_CHEMBL3265032  -0.18  0.16
edge_CHEMBL3265017_CHEMBL3265002  0.83  0.94
edge_CHEMBL3265017_CHEMBL3265029  -0.39  0.13
edge_CHEMBL3265000_CHEMBL3264995  -0.15  0.87
edge_CHEMBL3265000_CHEMBL3264997  -0.09  1.11
edge_CHEMBL3265000_CHEMBL3264994  0.14  1.26
edge_CHEMBL3265023_CHEMBL3265028  -0.11  0.78
edge_CHEMBL3265023_CHEMBL3265022  -1.01  0.17
edge_CHEMBL3265023_CHEMBL3265020  -0.31  0.10
edge_CHEMBL3265004_CHEMBL3264999  0.49  0.20
edge_CHEMBL3265004_CHEMBL3265002  0.47  0.19
edge_CHEMBL3265004_CHEMBL3265003  0.50  0.14
edge_CHEMBL3265029_CHEMBL3265016  0.53  0.40
edge_CHEMBL3265029_CHEMBL3265027  1.03  0.11
edge_CHEMBL3265025_CHEMBL3265008  -0.48  0.17
edge_CHEMBL3265025_CHEMBL3265020  -0.76  0.10
edge_CHEMBL3265012_CHEMBL3265010  0.04  0.61
edge_CHEMBL3265012_CHEMBL3259820  0.34  0.32
edge_CHEMBL3265012_CHEMBL3265002  -0.69  1.48
edge_CHEMBL3265037_CHEMBL3265032  0.47  0.24
edge_CHEMBL3265016_CHEMBL3265005  -0.11  0.25
edge_CHEMBL3265016_CHEMBL3265020  -0.54  0.06
edge_CHEMBL3265032_CHEMBL3265022  -3.01  0.45
edge_CHEMBL3265032_CHEMBL3265027  -0.19  0.17
edge_CHEMBL3265032_CHEMBL3265033  -0.76  0.29
edge_CHEMBL3264997_CHEMBL3264995  -1.08  0.81
edge_CHEMBL3264997_CHEMBL3264994  0.59  1.29
edge_CHEMBL3265028_CHEMBL3265027  0.47  0.17
edge_CHEMBL3265028_CHEMBL3265030_n  -0.41  0.35
edge_CHEMBL3265018_CHEMBL3265011  1.49  0.14
edge_CHEMBL3265018_CHEMBL3265005  0.35  0.41
edge_CHEMBL3265018_CHEMBL3265019  -0.93  0.73
edge_CHEMBL3265019_CHEMBL3265005  2.77  1.70
edge_CHEMBL3265027_CHEMBL3265033  -0.41  0.38
edge_CHEMBL3265027_CHEMBL3265020  -1.01  0.12
edge_CHEMBL3265027_CHEMBL3265010  0.07  1.04
edge_CHEMBL3265027_CHEMBL3265030_n  -1.29  0.80
edge_CHEMBL3265024_CHEMBL3265008  -0.42  0.27
edge_CHEMBL3264995_CHEMBL3264994  2.37  0.45
edge_CHEMBL3264995_CHEMBL3265001  0.80  0.63
edge_CHEMBL3265033_CHEMBL3265022  -0.03  0.61
edge_CHEMBL3265020_CHEMBL3265026  1.91  0.31
edge_CHEMBL3265008_CHEMBL3259820  0.33  0.43
edge_CHEMBL3265008_CHEMBL3265005  0.63  0.20
edge_CHEMBL3265008_CHEMBL3265006  -0.28  0.25
edge_CHEMBL3265002_CHEMBL3264999  0.04  0.34
edge_CHEMBL3265002_CHEMBL3264996  0.60  0.16
edge_CHEMBL3265010_CHEMBL3265011  0.13  1.61
edge_CHEMBL3265010_CHEMBL3264996  -0.52  0.62
edge_CHEMBL3265006_CHEMBL3265011  2.18  0.40
edge_CHEMBL3265006_CHEMBL3265026  1.49  0.40
edge_CHEMBL3265003_CHEMBL3264999  0.42  0.18
edge_CHEMBL3264999_CHEMBL3264996  0.70  0.22
edge_CHEMBL3265002_CHEMBL3265001  -1.48  0.18
edge_CHEMBL3265004_CHEMBL3265001  -0.57  0.11
