#1_edge   2_ddg  3_ddg_err
#all values in kJ/mol
edge_CHEMBL3265025_CHEMBL3265020  1.26  0.13
edge_CHEMBL3265012_CHEMBL3265010  0.33  0.76
edge_CHEMBL3265012_CHEMBL3259820  -0.23  0.27
edge_CHEMBL3265012_CHEMBL3265002  -4.35  0.59
edge_CHEMBL3265037_CHEMBL3265032  0.54  0.46
edge_CHEMBL3265016_CHEMBL3265005  0.11  0.20
edge_CHEMBL3265016_CHEMBL3265020  0.38  0.07
edge_CHEMBL3265032_CHEMBL3265022  0.57  0.29
edge_CHEMBL3265032_CHEMBL3265027  1.16  0.18
edge_CHEMBL3265032_CHEMBL3265033  -0.30  0.22
edge_CHEMBL3264997_CHEMBL3264995  -0.42  0.44
edge_CHEMBL3264997_CHEMBL3264994  4.40  0.90
edge_CHEMBL3265028_CHEMBL3265027  -0.26  0.15
edge_CHEMBL3265028_CHEMBL3265030_n  -1.24  0.52
edge_CHEMBL3265018_CHEMBL3265011  6.98  0.99
edge_CHEMBL3265018_CHEMBL3265005  0.72  0.66
edge_CHEMBL3265018_CHEMBL3265019  -0.61  0.08
edge_CHEMBL3265019_CHEMBL3265005  2.04  0.27
edge_CHEMBL3265027_CHEMBL3265033  -1.96  0.19
edge_CHEMBL3265027_CHEMBL3265020  0.11  0.26
edge_CHEMBL3265027_CHEMBL3265010  -0.78  0.61
edge_CHEMBL3265027_CHEMBL3265030_n  -1.28  0.13
edge_CHEMBL3265024_CHEMBL3265008  0.66  0.70
edge_CHEMBL3264995_CHEMBL3264994  2.86  0.66
edge_CHEMBL3264995_CHEMBL3265001  -0.02  0.20
edge_CHEMBL3265033_CHEMBL3265022  1.03  0.28
edge_CHEMBL3265020_CHEMBL3265026  -0.46  0.60
edge_CHEMBL3265008_CHEMBL3259820  -1.08  0.50
edge_CHEMBL3265008_CHEMBL3265005  0.08  0.10
edge_CHEMBL3265008_CHEMBL3265006  0.44  0.35
edge_CHEMBL3265002_CHEMBL3264999  0.58  0.34
edge_CHEMBL3265002_CHEMBL3264996  -0.23  0.59
edge_CHEMBL3265010_CHEMBL3265011  4.40  0.64
edge_CHEMBL3265010_CHEMBL3264996  -2.85  0.68
edge_CHEMBL3265006_CHEMBL3265011  3.62  0.29
edge_CHEMBL3265006_CHEMBL3265026  0.49  0.47
edge_CHEMBL3265003_CHEMBL3264999  0.75  0.40
edge_CHEMBL3264999_CHEMBL3264996  -0.75  0.39
edge_CHEMBL3265002_CHEMBL3265001  0.53  0.66
edge_CHEMBL3265004_CHEMBL3265001  0.74  0.33
