name,smiles,exp_dg[kcal/mol],exp_dg_error[kcal/mol],pred_dg[kcal/mol],pred_dg_error[kcal/mol]
p38a_2h,[H][C]1=[N][C]([N]([H])[C]2([H])[C]([H])([H])[C]([H])([H])[O][C]([H])([H])[C]2([H])[H])=[N][C]2=[C]1[C]([H])=[C]([S][C]1=[C]([H])[C]([H])=[C]([H])[C]([H])=[C]1[F])[C](=[O])[N]2[C]([H])([H])[H],-9.55,0.19,-8.60,0.24
p38a_2i,[H][C]1=[N][C]([N]([H])[C]2([H])[C]([H])([H])[C]([H])([H])[O][C]([H])([H])[C]2([H])[H])=[N][C]2=[C]1[C]([H])=[C]([C]([H])([H])[C]1=[C]([H])[C]([H])=[C]([H])[C]([H])=[C]1[F])[C](=[O])[N]2[C]([H])([H])[H],-10.13,0.21,-11.44,0.18
p38a_2gg,[H][C]1=[N][C]([N]([H])[C]2([H])[C]([H])([H])[C]([H])([H])[S](=[O])(=[O])[C]([H])([H])[C]2([H])[H])=[N][C]2=[C]1[C]([H])=[C]([O][C]1=[C]([F])[C]([H])=[C]([F])[C]([H])=[C]1[H])[C](=[O])[N]2[C]([H])([H])[H],-10.74,0.08,-10.48,0.27
p38a_2ff,[H][O][C]1([H])[C]([H])([H])[C]([H])([H])[C]([H])([N]([H])[C]2=[N][C]3=[C]([C]([H])=[N]2)[C]([H])=[C]([O][C]2=[C]([F])[C]([H])=[C]([F])[C]([H])=[C]2[H])[C](=[O])[N]3[C]([H])([H])[H])[C]([H])([H])[C]1([H])[H],-11.53,0.09,-11.52,0.17
p38a_2q,[H][C]1=[N][C]([N]([H])[C]2([H])[C]([H])([H])[C]([H])([H])[O][C]([H])([H])[C]2([H])[H])=[N][C]2=[C]1[C]([H])=[C]([O][C]1=[C]([F])[C]([H])=[C]([F])[C]([H])=[C]1[H])[C](=[O])[N]2[C]1([H])[C]([H])([H])[C]([H])([H])[S](=[O])(=[O])[C]([H])([H])[C]1([H])[H],-12.35,0.12,-11.87,0.30
p38a_2r,[H][O][C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[N]1[C](=[O])[C]([O][C]2=[C]([F])[C]([H])=[C]([F])[C]([H])=[C]2[H])=[C]([H])[C]2=[C]1[N]=[C]([N]([H])[C]1([H])[C]([H])([H])[C]([H])([H])[O][C]([H])([H])[C]1([H])[H])[N]=[C]2[H],-10.87,0.1,-10.80,0.27
p38a_2l,[H][C]1=[N][C]([N]([H])[C]2([H])[C]([H])([H])[C]([H])([H])[O][C]([H])([H])[C]2([H])[H])=[N][C]2=[C]1[C]([H])=[C]([O][C]1=[C]([F])[C]([H])=[C]([F])[C]([H])=[C]1[H])[C](=[O])[N]2[C]([H])([H])[C]([H])([H])[H],-12.35,0.06,-11.99,0.21
p38a_2n,[H][O][C]([H])([H])[C]([H])([H])[C]([H])([H])[N]1[C](=[O])[C]([O][C]2=[C]([H])[C]([H])=[C]([F])[C]([H])=[C]2[F])=[C]([H])[C]2=[C]1[N]=[C]([N]([H])[C]1([H])[C]([H])([H])[C]([H])([H])[O][C]([H])([H])[C]1([H])[H])[N]=[C]2[H],-11.94,0.15,-12.05,0.22
p38a_2o,[H][C]1=[N][C]([N]([H])[C]2([H])[C]([H])([H])[C]([H])([H])[O][C]([H])([H])[C]2([H])[H])=[N][C]2=[C]1[C]([H])=[C]([O][C]1=[C]([F])[C]([H])=[C]([F])[C]([H])=[C]1[H])[C](=[O])[N]2[C]([H])([H])[C]([H])([H])[S](=[O])(=[O])[C]([H])([H])[H],-10.57,0.12,-9.94,0.26
p38a_2p,[H][C]1=[N][C]([N]([H])[C]2([H])[C]([H])([H])[C]([H])([H])[O][C]([H])([H])[C]2([H])[H])=[N][C]2=[C]1[C]([H])=[C]([O][C]1=[C]([F])[C]([H])=[C]([F])[C]([H])=[C]1[H])[C](=[O])[N]2[C]([H])([H])[C]([H])([H])[C]([H])([H])[S](=[O])(=[O])[C]([H])([H])[H],-11.29,0.05,-11.51,0.28
p38a_2m,[H][C]1=[N][C]([N]([H])[C]2([H])[C]([H])([H])[C]([H])([H])[O][C]([H])([H])[C]2([H])[H])=[N][C]2=[C]1[C]([H])=[C]([O][C]1=[C]([F])[C]([H])=[C]([F])[C]([H])=[C]1[H])[C](=[O])[N]2[C]1([H])[C]([H])([H])[C]1([H])[H],-11.04,0.07,-12.04,0.32
p38a_2k,[H][C]1=[N][C]([N]([H])[C]2([H])[C]([H])([H])[C]([H])([H])[O][C]([H])([H])[C]2([H])[H])=[N][C]2=[C]1[C]([H])=[C]([O][C]1=[C]([F])[C]([H])=[C]([F])[C]([H])=[C]1[H])[C](=[O])[N]2[H],-10.63,0.1,-10.33,0.20
p38a_2s,[H][O][C]([H])([H])[C@@]([H])([O][H])[C]([H])([H])[N]1[C](=[O])[C]([O][C]2=[C]([H])[C]([H])=[C]([F])[C]([H])=[C]2[F])=[C]([H])[C]2=[C]1[N]=[C]([N]([H])[C]1([H])[C]([H])([H])[C]([H])([H])[O][C]([H])([H])[C]1([H])[H])[N]=[C]2[H],-11.19,0.09,-10.64,0.23
p38a_2t,[H][C]1=[N][C]([N]([H])[C]2([H])[C]([H])([H])[C]([H])([H])[O][C]([H])([H])[C]2([H])[H])=[N][C]2=[C]1[C]([H])=[C]([O][C]1=[C]([F])[C]([H])=[C]([F])[C]([H])=[C]1[H])[C](=[O])[N]2[C]([H])([H])[C]#[N],-11.94,0.09,-11.60,0.20
p38a_2u,[H][C]1=[N][C]([N]([H])[C]2([H])[C]([H])([H])[C]([H])([H])[O][C]([H])([H])[C]2([H])[H])=[N][C]2=[C]1[C]([H])=[C]([O][C]1=[C]([F])[C]([H])=[C]([F])[C]([H])=[C]1[H])[C](=[O])[N]2[C]1([H])[C]([H])([H])[C]([H])([H])[N]([S](=[O])(=[O])[C]([H])([H])[H])[C]([H])([H])[C]1([H])[H],-12.35,0.06,-11.32,0.54
p38a_2v,[H][C]1=[N][C]([N]([H])[C]([H])([H])[H])=[N][C]2=[C]1[C]([H])=[C]([O][C]1=[C]([F])[C]([H])=[C]([F])[C]([H])=[C]1[H])[C](=[O])[N]2[C]([H])([H])[H],-9.04,0.17,-8.65,0.33
p38a_2x,[H][C]1=[N][C]([N]([H])[C@@]2([H])[C]([H])([H])[O][C]([H])([H])[C]2([H])[H])=[N][C]2=[C]1[C]([H])=[C]([O][C]1=[C]([F])[C]([H])=[C]([F])[C]([H])=[C]1[H])[C](=[O])[N]2[C]([H])([H])[H],-10.31,0.15,-9.83,0.40
p38a_2y,[H][O][C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[N]([H])[C]1=[N][C]2=[C]([C]([H])=[N]1)[C]([H])=[C]([O][C]1=[C]([F])[C]([H])=[C]([F])[C]([H])=[C]1[H])[C](=[O])[N]2[C]([H])([H])[H],-9.85,0.23,-10.14,0.45
p38a_3fly,[H][C]1=[N][C]([N]([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])=[N][C]2=[C]1[C]([H])=[C]([O][C]1=[C]([F])[C]([H])=[C]([F])[C]([H])=[C]1[H])[C](=[O])[N]2[C]([H])([H])[H],-11.53,0.04,-10.36,0.34
p38a_3fmh,[H][C]1=[N][N]([C]([H])([H])[C@]([H])([N]([H])[C]2=[N][C]([H])=[C]3[C](=[N]2)[N]([C]([H])([H])[H])[C](=[O])[C]([O][C]2=[C]([F])[C]([H])=[C]([F])[C]([H])=[C]2[H])=[C]3[H])[C]([H])([H])[H])[N]=[N]1,-10.92,0.0,-10.05,0.39
p38a_3fmk,[H][C]1=[N][N]([C]([H])([H])[C@@]([H])([N]([H])[C]2=[N][C]([H])=[C]3[C](=[N]2)[N]([C]([H])([H])[H])[C](=[O])[C]([O][C]2=[C]([F])[C]([H])=[C]([F])[C]([H])=[C]2[H])=[C]3[H])[C]([H])([H])[H])[N]=[N]1,-11.94,0.21,-11.80,0.39
p38a_2z,[H][O][C]([H])([H])[C]([N]([H])[C]1=[N][C]2=[C]([C]([H])=[N]1)[C]([H])=[C]([O][C]1=[C]([F])[C]([H])=[C]([F])[C]([H])=[C]1[H])[C](=[O])[N]2[C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H],-10.44,0.19,-10.86,0.41
p38a_3flq,[H][C]1=[C]2[C](=[N][C]([N]([H])[C@@]([H])([C]([H])([H])[H])[C]([H])([H])[S](=[O])(=[O])[C]([H])([H])[H])=[N]1)[N]([C]([H])([H])[H])[C](=[O])[C]([O][C]1=[C]([F])[C]([H])=[C]([F])[C]([H])=[C]1[H])=[C]2[H],-10.02,0.24,-9.80,0.38
p38a_3flz,[H][C]1=[N][C]([N]([H])[C]2([H])[C]([H])([H])[C]([H])([H])[O][C]([H])([H])[C]2([H])[H])=[N][C]2=[C]1[C]([H])=[C]([O][C]1=[C]([H])[C]([H])=[C]([H])[C]([H])=[C]1[H])[C](=[O])[N]2[C]([H])([H])[H],-9.57,0.2,-10.51,0.19
