,val,err,aerr,conv,env,repeat,target,edge
1357,33.58,0.28,0.29,0.09,complex,1,cmet,edge_CHEMBL3402762_1_CHEMBL3402760_1
1358,11.66,0.22,0.21,-0.03,complex,1,cmet,edge_CHEMBL3402763_90_CHEMBL3402764_90
1359,10.83,0.22,0.23,0.05,complex,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402742_23
1360,40.84,0.23,0.48,0.61,complex,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402743_42
1361,-10.0,0.38,0.41,0.14,complex,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402744_300_4
1362,-13.62,0.27,0.26,0.09,complex,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402745_200_5
1364,72.83,0.26,0.28,-0.06,complex,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402764_90
1366,-85.6,0.26,0.23,-0.14,complex,2,cmet,edge_CHEMBL3402741_400_CHEMBL3402763_90
1367,-71.73,0.31,0.36,0.17,complex,2,cmet,edge_CHEMBL3402741_400_CHEMBL3402764_90
1369,51.2,0.17,0.24,0.22,complex,2,cmet,edge_CHEMBL3402742_23_CHEMBL3402763_90
1370,-28.01,0.2,0.32,0.32,complex,2,cmet,edge_CHEMBL3402743_42_CHEMBL3402742_23
1375,16.71,0.16,0.27,0.38,complex,2,cmet,edge_CHEMBL3402743_42_CHEMBL3402763_90
1376,31.61,0.11,0.12,0.15,complex,2,cmet,edge_CHEMBL3402743_42_CHEMBL3402764_90
1377,-3.93,0.06,0.07,0.07,complex,2,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402745_200_5
1378,138.46,0.23,0.24,0.0,complex,2,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402752_30000_12
1381,26.35,0.51,0.91,0.72,complex,2,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402742_23
1382,57.87,0.55,0.64,-0.0,complex,2,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402743_42
1383,173.55,0.12,0.13,0.04,complex,2,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402748_5300_8
1384,142.34,0.12,0.16,0.22,complex,2,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402752_30000_12
1386,-137.36,0.25,0.26,0.05,complex,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402744_300_4
1388,1.09,0.04,0.06,0.13,complex,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402751_2100_11
1389,2.56,0.05,0.04,-0.11,complex,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402752_30000_12
1390,131.63,0.05,0.06,0.1,complex,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402755_4200_15
1392,-4.66,0.06,0.05,-0.04,complex,2,cmet,edge_CHEMBL3402749_500_9_CHEMBL3402748_5300_8
1393,-3.12,0.05,0.05,0.15,complex,2,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402748_5300_8
1394,5.06,0.04,0.04,-0.15,complex,2,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402749_500_9
1396,-2.5,0.03,0.03,0.06,complex,2,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402751_2100_11
1397,48.91,0.11,0.12,0.05,complex,2,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402754_40_14
1398,-102.86,0.1,0.12,0.18,complex,2,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402747_3400_7
1399,-81.15,0.08,0.08,-0.09,complex,2,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402750_400_10
1400,26.79,0.04,0.03,-0.03,complex,2,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402755_4200_15
1402,-80.48,0.07,0.06,-0.36,complex,2,cmet,edge_CHEMBL3402755_4200_15_CHEMBL3402754_40_14
1403,-25.08,0.1,0.11,0.01,complex,2,cmet,edge_CHEMBL3402757_6.5_CHEMBL3402756_2.7
1405,-25.74,0.08,0.1,0.29,complex,2,cmet,edge_CHEMBL3402758_10_CHEMBL3402756_2.7
1406,48.52,0.26,0.34,0.24,complex,2,cmet,edge_CHEMBL3402758_10_CHEMBL3402760_1
1407,-33.98,0.11,0.13,0.12,complex,2,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402757_6.5
1408,-33.4,0.1,0.13,0.22,complex,2,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402758_10
1410,-140.93,0.3,0.32,0.05,complex,2,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402754_40_14
1411,-57.48,0.39,0.39,-0.02,complex,2,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402755_4200_15
1412,23.8,0.44,0.4,-0.22,complex,2,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402760_1
1413,-11.14,0.17,0.18,0.02,complex,2,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402762_1
1414,34.4,0.44,0.47,-0.16,complex,2,cmet,edge_CHEMBL3402762_1_CHEMBL3402760_1
1415,12.53,0.21,0.19,-0.1,complex,2,cmet,edge_CHEMBL3402763_90_CHEMBL3402764_90
1416,11.23,0.18,0.16,-0.11,complex,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402742_23
1417,42.04,0.19,0.19,0.02,complex,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402743_42
1418,-12.92,0.96,0.75,0.03,complex,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402744_300_4
1419,-13.59,0.35,0.36,0.12,complex,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402745_200_5
1421,72.46,0.39,0.31,-0.1,complex,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402764_90
1423,-85.2,0.16,0.15,-0.13,complex,3,cmet,edge_CHEMBL3402741_400_CHEMBL3402763_90
1424,-71.56,0.22,0.33,0.33,complex,3,cmet,edge_CHEMBL3402741_400_CHEMBL3402764_90
1426,50.9,0.19,0.19,0.04,complex,3,cmet,edge_CHEMBL3402742_23_CHEMBL3402763_90
1427,-27.65,0.16,0.27,0.33,complex,3,cmet,edge_CHEMBL3402743_42_CHEMBL3402742_23
1432,15.67,0.22,0.17,-0.2,complex,3,cmet,edge_CHEMBL3402743_42_CHEMBL3402763_90
1433,31.72,0.09,0.11,0.05,complex,3,cmet,edge_CHEMBL3402743_42_CHEMBL3402764_90
1434,-3.98,0.06,0.06,-0.02,complex,3,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402745_200_5
1435,138.49,0.15,0.18,0.08,complex,3,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402752_30000_12
1438,25.43,0.49,0.77,0.52,complex,3,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402742_23
1440,173.8,0.16,0.22,0.36,complex,3,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402748_5300_8
1441,142.7,0.15,0.19,0.09,complex,3,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402752_30000_12
1443,-138.52,0.17,0.17,0.11,complex,3,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402744_300_4
1445,0.87,0.04,0.04,0.02,complex,3,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402751_2100_11
1446,2.6,0.05,0.05,-0.07,complex,3,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402752_30000_12
1447,131.17,0.05,0.08,0.28,complex,3,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402755_4200_15
1449,-4.19,0.04,0.05,0.17,complex,3,cmet,edge_CHEMBL3402749_500_9_CHEMBL3402748_5300_8
1450,-2.76,0.06,0.08,0.23,complex,3,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402748_5300_8
1451,5.45,0.03,0.07,0.42,complex,3,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402749_500_9
1452,-27.65,0.42,0.4,-0.02,complex,3,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402751_2100_11
1453,-2.61,0.04,0.03,-0.04,complex,3,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402751_2100_11
1454,49.73,0.1,0.1,-0.02,complex,3,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402754_40_14
1455,-102.63,0.1,0.1,0.03,complex,3,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402747_3400_7
1456,-80.94,0.15,0.11,-0.12,complex,3,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402750_400_10
1457,27.07,0.03,0.03,-0.0,complex,3,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402755_4200_15
1459,-80.64,0.05,0.05,-0.01,complex,3,cmet,edge_CHEMBL3402755_4200_15_CHEMBL3402754_40_14
1460,-24.84,0.11,0.12,0.1,complex,3,cmet,edge_CHEMBL3402757_6.5_CHEMBL3402756_2.7
1462,-25.33,0.08,0.09,0.02,complex,3,cmet,edge_CHEMBL3402758_10_CHEMBL3402756_2.7
1463,47.6,0.17,0.39,0.71,complex,3,cmet,edge_CHEMBL3402758_10_CHEMBL3402760_1
1464,-33.92,0.12,0.14,0.16,complex,3,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402757_6.5
1465,-32.87,0.1,0.11,0.14,complex,3,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402758_10
1467,-140.99,0.37,0.38,-0.17,complex,3,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402754_40_14
1468,-57.79,0.27,0.33,0.27,complex,3,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402755_4200_15
1469,23.09,0.27,0.24,-0.03,complex,3,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402760_1
1470,-10.97,0.16,0.18,0.13,complex,3,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402762_1
1471,33.44,0.29,0.28,0.04,complex,3,cmet,edge_CHEMBL3402762_1_CHEMBL3402760_1
1472,12.55,0.19,0.23,0.13,complex,3,cmet,edge_CHEMBL3402763_90_CHEMBL3402764_90
1473,12.31,0.22,0.19,-0.16,complex,3,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402742_23
1474,41.94,0.22,0.22,0.01,complex,3,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402743_42
1475,-12.94,0.39,0.54,0.61,complex,3,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402744_300_4
1476,-14.0,0.23,0.26,0.0,complex,3,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402745_200_5
1478,74.16,0.24,0.25,0.03,complex,3,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402764_90
1481,-74.44,0.14,0.14,-0.01,water,1,cmet,edge_CHEMBL3402741_400_CHEMBL3402764_90
1483,48.86,0.08,0.1,0.2,water,1,cmet,edge_CHEMBL3402742_23_CHEMBL3402763_90
1484,-27.32,0.11,0.12,0.11,water,1,cmet,edge_CHEMBL3402743_42_CHEMBL3402742_23
1489,18.5,0.1,0.1,-0.09,water,1,cmet,edge_CHEMBL3402743_42_CHEMBL3402763_90
1490,29.65,0.06,0.06,-0.0,water,1,cmet,edge_CHEMBL3402743_42_CHEMBL3402764_90
1491,-3.76,0.03,0.03,0.02,water,1,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402745_200_5
1492,135.86,0.1,0.1,0.1,water,1,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402752_30000_12
1495,26.11,0.31,0.33,0.02,water,1,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402742_23
1496,58.38,0.44,0.41,-0.04,water,1,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402743_42
1497,173.19,0.08,0.08,-0.07,water,1,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402748_5300_8
1498,140.65,0.07,0.07,-0.11,water,1,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402752_30000_12
1500,-136.27,0.08,0.1,0.24,water,1,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402744_300_4
1501,35.34,0.02,0.03,0.24,water,1,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402749_500_9
1502,0.66,0.05,0.04,0.06,water,1,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402751_2100_11
1503,1.97,0.02,0.02,-0.03,water,1,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402752_30000_12
1504,132.58,0.04,0.05,-0.04,water,1,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402755_4200_15
1505,-29.27,0.06,0.06,0.09,water,1,cmet,edge_CHEMBL3402748_5300_8_CHEMBL3402751_2100_11
1506,-5.16,0.02,0.02,0.01,water,1,cmet,edge_CHEMBL3402749_500_9_CHEMBL3402748_5300_8
1507,-4.46,0.04,0.03,-0.03,water,1,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402748_5300_8
1508,4.38,0.03,0.03,0.01,water,1,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402749_500_9
1509,-30.21,0.03,0.03,0.03,water,1,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402751_2100_11
1510,-1.55,0.03,0.03,-0.0,water,1,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402751_2100_11
1511,52.92,0.07,0.1,0.21,water,1,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402754_40_14
1512,-105.92,0.11,0.11,0.08,water,1,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402747_3400_7
1513,-81.77,0.08,0.08,-0.02,water,1,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402750_400_10
1514,25.5,0.02,0.02,-0.03,water,1,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402755_4200_15
1515,85.56,0.18,0.17,0.01,water,1,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402761_1_21
1516,-79.45,0.04,0.04,0.09,water,1,cmet,edge_CHEMBL3402755_4200_15_CHEMBL3402754_40_14
1517,-23.61,0.08,0.1,0.11,water,1,cmet,edge_CHEMBL3402757_6.5_CHEMBL3402756_2.7
1519,-24.77,0.06,0.06,-0.03,water,1,cmet,edge_CHEMBL3402758_10_CHEMBL3402756_2.7
1520,47.4,0.08,0.12,0.32,water,1,cmet,edge_CHEMBL3402758_10_CHEMBL3402760_1
1521,-31.07,0.13,0.16,0.16,water,1,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402757_6.5
1522,-30.54,0.05,0.07,0.11,water,1,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402758_10
1524,-142.46,0.2,0.18,-0.11,water,1,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402754_40_14
1525,-59.69,0.33,0.25,-0.34,water,1,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402755_4200_15
1526,24.63,0.28,0.3,0.09,water,1,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402760_1
1527,-9.4,0.15,0.14,-0.13,water,1,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402762_1
1529,11.96,0.11,0.1,-0.1,water,1,cmet,edge_CHEMBL3402763_90_CHEMBL3402764_90
1530,10.4,0.14,0.15,0.07,water,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402742_23
1531,40.33,0.13,0.16,0.21,water,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402743_42
1532,-13.2,0.22,0.23,0.07,water,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402744_300_4
1533,-15.89,0.16,0.16,0.04,water,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402745_200_5
1535,70.81,0.14,0.15,0.01,water,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402764_90
1537,-85.39,0.08,0.07,-0.0,water,2,cmet,edge_CHEMBL3402741_400_CHEMBL3402763_90
1538,-73.83,0.13,0.13,-0.01,water,2,cmet,edge_CHEMBL3402741_400_CHEMBL3402764_90
1540,48.9,0.09,0.11,0.21,water,2,cmet,edge_CHEMBL3402742_23_CHEMBL3402763_90
1541,-29.42,0.08,0.08,-0.56,water,2,cmet,edge_CHEMBL3402743_42_CHEMBL3402742_23
1546,17.9,0.12,0.14,0.13,water,2,cmet,edge_CHEMBL3402743_42_CHEMBL3402763_90
1547,29.61,0.05,0.05,-0.03,water,2,cmet,edge_CHEMBL3402743_42_CHEMBL3402764_90
1548,-3.7,0.03,0.03,-0.0,water,2,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402745_200_5
1549,136.41,0.06,0.07,0.03,water,2,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402752_30000_12
1550,284.62,0.92,0.73,0.38,water,2,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402756_2.7
1551,305.13,1.23,0.71,-0.07,water,2,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402757_6.5
1552,27.5,0.31,0.39,0.11,water,2,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402742_23
1553,58.32,0.38,0.41,0.1,water,2,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402743_42
1554,172.92,0.1,0.09,0.02,water,2,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402748_5300_8
1555,140.71,0.08,0.07,-0.19,water,2,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402752_30000_12
1556,287.62,0.62,0.75,0.36,water,2,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402756_2.7
1557,-136.26,0.09,0.11,0.19,water,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402744_300_4
1558,35.32,0.02,0.04,0.23,water,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402749_500_9
1559,0.71,0.04,0.05,0.04,water,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402751_2100_11
1560,2.0,0.02,0.02,-0.03,water,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402752_30000_12
1561,132.39,0.05,0.05,0.07,water,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402755_4200_15
1562,-29.23,0.06,0.07,0.1,water,2,cmet,edge_CHEMBL3402748_5300_8_CHEMBL3402751_2100_11
1563,-5.16,0.02,0.02,-0.02,water,2,cmet,edge_CHEMBL3402749_500_9_CHEMBL3402748_5300_8
1564,-4.37,0.03,0.03,-0.02,water,2,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402748_5300_8
1565,4.46,0.03,0.03,-0.0,water,2,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402749_500_9
1566,-30.18,0.03,0.03,-0.02,water,2,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402751_2100_11
1567,-1.49,0.03,0.03,-0.02,water,2,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402751_2100_11
1568,52.84,0.1,0.11,-0.0,water,2,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402754_40_14
1569,-105.78,0.09,0.11,0.07,water,2,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402747_3400_7
1570,-81.57,0.09,0.08,-0.07,water,2,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402750_400_10
1571,25.55,0.02,0.02,0.01,water,2,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402755_4200_15
1572,85.59,0.16,0.18,0.16,water,2,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402761_1_21
1573,-79.52,0.04,0.04,0.08,water,2,cmet,edge_CHEMBL3402755_4200_15_CHEMBL3402754_40_14
1574,-22.44,0.17,0.21,0.13,water,2,cmet,edge_CHEMBL3402757_6.5_CHEMBL3402756_2.7
1576,-24.91,0.07,0.06,-0.04,water,2,cmet,edge_CHEMBL3402758_10_CHEMBL3402756_2.7
1577,47.45,0.08,0.11,0.22,water,2,cmet,edge_CHEMBL3402758_10_CHEMBL3402760_1
1578,-29.94,0.2,0.37,0.5,water,2,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402757_6.5
1579,-30.39,0.08,0.08,0.04,water,2,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402758_10
1581,-142.01,0.16,0.17,0.08,water,2,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402754_40_14
1582,-58.95,0.2,0.19,0.02,water,2,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402755_4200_15
1583,25.02,0.23,0.25,0.05,water,2,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402760_1
1584,-9.03,0.11,0.12,0.06,water,2,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402762_1
1585,32.27,0.18,0.24,0.32,water,2,cmet,edge_CHEMBL3402762_1_CHEMBL3402760_1
1586,11.68,0.1,0.09,-0.14,water,2,cmet,edge_CHEMBL3402763_90_CHEMBL3402764_90
1587,10.05,0.17,0.19,0.12,water,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402742_23
1588,40.92,0.11,0.14,0.02,water,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402743_42
1589,-13.66,0.22,0.24,0.02,water,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402744_300_4
1590,-16.93,0.21,0.25,0.24,water,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402745_200_5
1592,70.74,0.14,0.15,-0.08,water,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402764_90
1594,-85.11,0.07,0.06,-0.09,water,3,cmet,edge_CHEMBL3402741_400_CHEMBL3402763_90
1595,-71.86,0.17,0.27,0.37,water,3,cmet,edge_CHEMBL3402741_400_CHEMBL3402764_90
1597,48.73,0.08,0.11,0.22,water,3,cmet,edge_CHEMBL3402742_23_CHEMBL3402763_90
1598,-27.69,0.12,0.12,-0.08,water,3,cmet,edge_CHEMBL3402743_42_CHEMBL3402742_23
1603,18.6,0.1,0.1,0.05,water,3,cmet,edge_CHEMBL3402743_42_CHEMBL3402763_90
1604,29.57,0.05,0.06,0.03,water,3,cmet,edge_CHEMBL3402743_42_CHEMBL3402764_90
1605,-3.72,0.03,0.03,-0.01,water,3,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402745_200_5
1606,136.4,0.06,0.07,-0.1,water,3,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402752_30000_12
1607,281.65,1.13,0.81,0.46,water,3,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402756_2.7
1609,26.39,0.37,0.48,0.24,water,3,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402742_23
1610,57.77,0.26,0.52,0.61,water,3,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402743_42
1611,173.25,0.09,0.08,-0.05,water,3,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402748_5300_8
1612,140.71,0.08,0.07,-0.09,water,3,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402752_30000_12
1614,-136.51,0.09,0.1,0.11,water,3,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402744_300_4
1615,35.34,0.02,0.03,0.23,water,3,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402749_500_9
1616,0.76,0.04,0.04,0.03,water,3,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402751_2100_11
1617,1.99,0.02,0.02,-0.06,water,3,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402752_30000_12
1618,132.55,0.05,0.05,0.03,water,3,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402755_4200_15
1619,-29.35,0.06,0.07,0.11,water,3,cmet,edge_CHEMBL3402748_5300_8_CHEMBL3402751_2100_11
1620,-5.12,0.02,0.02,-0.0,water,3,cmet,edge_CHEMBL3402749_500_9_CHEMBL3402748_5300_8
1621,-4.36,0.03,0.03,-0.02,water,3,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402748_5300_8
1622,4.46,0.03,0.03,0.0,water,3,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402749_500_9
1623,-30.18,0.03,0.03,0.0,water,3,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402751_2100_11
1624,-1.52,0.03,0.03,-0.04,water,3,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402751_2100_11
1625,53.18,0.09,0.09,0.01,water,3,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402754_40_14
1626,-106.04,0.08,0.09,0.03,water,3,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402747_3400_7
