,val,err,aerr,conv,env,repeat,target,edge,failed
83,-2.36,0.08,0.08,0.05,complex,3,jnk1,edge_18633-1_18624-1,False
84,2.02,0.09,0.08,-0.06,complex,3,jnk1,edge_17124-1_18631-1,False
85,-1.47,0.07,0.06,-0.03,complex,3,jnk1,edge_18627-1_18630-1,False
86,-14.89,0.14,0.13,-0.04,complex,3,jnk1,edge_18659-1_18634-1,False
87,-6.18,0.14,0.14,0.09,complex,3,jnk1,edge_18636-1_18624-1,False
88,2.19,0.11,0.11,0.01,complex,3,jnk1,edge_18626-1_18628-1,False
89,-115.23,0.29,0.56,0.67,complex,3,jnk1,edge_18626-1_18660-1,False
90,6.09,0.39,0.51,0.24,complex,3,jnk1,edge_18626-1_18659-1,False
91,-17.25,0.08,0.09,0.04,complex,3,jnk1,edge_18639-1_18634-1,False
92,1.9,0.14,0.12,-0.11,complex,3,jnk1,edge_18635-1_18624-1,False
93,-6.68,0.09,0.08,-0.03,water,1,jnk1,edge_17124-1_18634-1,False
94,1.02,0.08,0.08,-0.03,water,1,jnk1,edge_18626-1_18624-1,False
95,-7.55,0.09,0.08,-0.03,water,1,jnk1,edge_18636-1_18625-1,False
96,5.34,0.08,0.07,-0.01,water,1,jnk1,edge_18632-1_18624-1,False
97,-1.69,0.07,0.08,-0.0,water,1,jnk1,edge_18635-1_18625-1,False
98,5.83,0.26,0.32,0.24,water,1,jnk1,edge_18626-1_18658-1,False
99,-8.17,0.12,0.13,0.05,water,1,jnk1,edge_18639-1_18658-1,False
100,-1.36,0.07,0.08,0.08,water,1,jnk1,edge_18626-1_18625-1,False
101,82.62,0.11,0.13,0.19,water,1,jnk1,edge_18638-1_18658-1,False
102,-0.84,0.08,0.07,-0.05,water,1,jnk1,edge_18628-1_18624-1,False
103,-116.21,0.15,0.13,-0.06,water,1,jnk1,edge_18631-1_18660-1,False
104,73.15,0.1,0.11,0.04,water,1,jnk1,edge_18638-1_18634-1,False
105,-3.76,0.09,0.08,-0.12,water,1,jnk1,edge_18626-1_18632-1,False
106,-1.67,0.07,0.07,0.02,water,1,jnk1,edge_18626-1_18630-1,False
107,-1.45,0.16,0.22,0.25,water,1,jnk1,edge_18631-1_18624-1,False
108,2.99,0.07,0.08,0.01,water,1,jnk1,edge_18629-1_18627-1,False
109,-44.32,0.1,0.11,0.04,water,1,jnk1,edge_18634-1_18637-1,False
110,0.81,0.08,0.07,-0.09,water,1,jnk1,edge_18626-1_18627-1,False
111,-80.11,0.13,0.14,0.07,water,1,jnk1,edge_18631-1_18652-1,False
112,51.77,0.12,0.11,0.0,water,1,jnk1,edge_18637-1_18631-1,False
113,-5.47,0.14,0.12,-0.12,water,1,jnk1,edge_18626-1_18634-1,False
114,-3.33,0.07,0.07,0.02,water,1,jnk1,edge_18633-1_18624-1,False
115,0.29,0.1,0.11,0.07,water,1,jnk1,edge_17124-1_18631-1,False
116,-1.6,0.07,0.07,-0.04,water,1,jnk1,edge_18627-1_18630-1,False
117,-14.13,0.08,0.08,-0.08,water,1,jnk1,edge_18659-1_18634-1,False
118,-5.18,0.1,0.1,-0.04,water,1,jnk1,edge_18636-1_18624-1,False
119,2.17,0.08,0.07,-0.01,water,1,jnk1,edge_18626-1_18628-1,False
120,-115.0,0.15,0.15,-0.03,water,1,jnk1,edge_18626-1_18660-1,False
121,10.42,0.24,0.29,0.25,water,1,jnk1,edge_18626-1_18659-1,False
122,-17.93,0.1,0.09,-0.09,water,1,jnk1,edge_18639-1_18634-1,False
123,1.57,0.08,0.08,0.04,water,1,jnk1,edge_18635-1_18624-1,False
124,-6.77,0.09,0.09,-0.04,water,2,jnk1,edge_17124-1_18634-1,False
125,1.01,0.07,0.07,0.07,water,2,jnk1,edge_18626-1_18624-1,False
126,-7.63,0.07,0.08,0.01,water,2,jnk1,edge_18636-1_18625-1,False
127,5.21,0.08,0.08,0.03,water,2,jnk1,edge_18632-1_18624-1,False
128,-1.75,0.07,0.08,0.15,water,2,jnk1,edge_18635-1_18625-1,False
129,5.72,0.19,0.29,0.31,water,2,jnk1,edge_18626-1_18658-1,False
130,-8.1,0.12,0.11,-0.01,water,2,jnk1,edge_18639-1_18658-1,False
131,-1.45,0.08,0.08,0.03,water,2,jnk1,edge_18626-1_18625-1,False
132,83.03,0.11,0.13,0.13,water,2,jnk1,edge_18638-1_18658-1,False
133,-1.02,0.08,0.08,0.08,water,2,jnk1,edge_18628-1_18624-1,False
134,-116.5,0.12,0.13,0.06,water,2,jnk1,edge_18631-1_18660-1,False
135,73.26,0.11,0.12,0.04,water,2,jnk1,edge_18638-1_18634-1,False
136,-3.46,0.06,0.07,0.06,water,2,jnk1,edge_18626-1_18632-1,False
137,-1.48,0.08,0.08,0.0,water,2,jnk1,edge_18626-1_18630-1,False
138,-0.36,0.11,0.1,-0.03,water,2,jnk1,edge_18631-1_18624-1,False
139,2.93,0.08,0.08,-0.0,water,2,jnk1,edge_18629-1_18627-1,False
140,-44.26,0.09,0.11,0.09,water,2,jnk1,edge_18634-1_18637-1,False
141,0.89,0.08,0.08,-0.01,water,2,jnk1,edge_18626-1_18627-1,False
142,-80.0,0.16,0.15,-0.06,water,2,jnk1,edge_18631-1_18652-1,False
143,50.69,0.18,0.2,0.11,water,2,jnk1,edge_18637-1_18631-1,False
144,-5.34,0.11,0.12,-0.09,water,2,jnk1,edge_18626-1_18634-1,False
145,-3.36,0.08,0.08,-0.03,water,2,jnk1,edge_18633-1_18624-1,False
146,-0.3,0.13,0.13,-0.0,water,2,jnk1,edge_17124-1_18631-1,False
147,-1.72,0.07,0.07,0.01,water,2,jnk1,edge_18627-1_18630-1,False
148,-14.23,0.08,0.09,0.07,water,2,jnk1,edge_18659-1_18634-1,False
149,-5.15,0.1,0.1,0.01,water,2,jnk1,edge_18636-1_18624-1,False
150,2.2,0.09,0.08,-0.11,water,2,jnk1,edge_18626-1_18628-1,False
151,-115.33,0.15,0.15,-0.06,water,2,jnk1,edge_18626-1_18660-1,False
152,10.47,0.11,0.31,0.74,water,2,jnk1,edge_18626-1_18659-1,False
153,-17.75,0.12,0.1,-0.06,water,2,jnk1,edge_18639-1_18634-1,False
154,1.34,0.08,0.08,-0.06,water,2,jnk1,edge_18635-1_18624-1,False
155,-6.97,0.09,0.09,-0.06,water,3,jnk1,edge_17124-1_18634-1,False
156,0.88,0.07,0.07,0.1,water,3,jnk1,edge_18626-1_18624-1,False
157,-7.53,0.09,0.09,0.05,water,3,jnk1,edge_18636-1_18625-1,False
158,5.27,0.07,0.08,0.09,water,3,jnk1,edge_18632-1_18624-1,False
159,-1.75,0.07,0.08,0.04,water,3,jnk1,edge_18635-1_18625-1,False
160,4.32,0.16,0.17,-0.02,water,3,jnk1,edge_18626-1_18658-1,False
161,-8.04,0.12,0.13,0.01,water,3,jnk1,edge_18639-1_18658-1,False
162,-1.46,0.07,0.08,0.05,water,3,jnk1,edge_18626-1_18625-1,False
163,82.74,0.16,0.14,-0.05,water,3,jnk1,edge_18638-1_18658-1,False
164,-0.88,0.08,0.07,-0.07,water,3,jnk1,edge_18628-1_18624-1,False
165,-116.71,0.11,0.13,0.03,water,3,jnk1,edge_18631-1_18660-1,False
166,73.15,0.1,0.12,0.06,water,3,jnk1,edge_18638-1_18634-1,False
167,-3.7,0.08,0.08,-0.09,water,3,jnk1,edge_18626-1_18632-1,False
168,-1.62,0.07,0.07,0.12,water,3,jnk1,edge_18626-1_18630-1,False
169,-0.11,0.1,0.09,0.07,water,3,jnk1,edge_18631-1_18624-1,False
170,3.12,0.07,0.07,0.01,water,3,jnk1,edge_18629-1_18627-1,False
171,-44.38,0.1,0.12,0.16,water,3,jnk1,edge_18634-1_18637-1,False
172,0.74,0.07,0.08,-0.01,water,3,jnk1,edge_18626-1_18627-1,False
173,-79.22,0.2,0.19,0.09,water,3,jnk1,edge_18631-1_18652-1,False
174,50.03,0.24,0.3,0.29,water,3,jnk1,edge_18637-1_18631-1,False
175,-5.39,0.12,0.11,-0.13,water,3,jnk1,edge_18626-1_18634-1,False
176,-3.33,0.07,0.08,0.06,water,3,jnk1,edge_18633-1_18624-1,False
177,-0.57,0.12,0.15,0.23,water,3,jnk1,edge_17124-1_18631-1,False
178,-1.71,0.07,0.07,0.0,water,3,jnk1,edge_18627-1_18630-1,False
179,-14.18,0.09,0.09,0.07,water,3,jnk1,edge_18659-1_18634-1,False
180,-5.16,0.09,0.1,0.16,water,3,jnk1,edge_18636-1_18624-1,False
181,2.09,0.08,0.08,0.01,water,3,jnk1,edge_18626-1_18628-1,False
182,-113.72,0.25,0.27,0.12,water,3,jnk1,edge_18626-1_18660-1,False
183,8.57,0.12,0.14,0.1,water,3,jnk1,edge_18626-1_18659-1,False
184,-17.82,0.09,0.09,-0.03,water,3,jnk1,edge_18639-1_18634-1,False
185,1.4,0.09,0.08,-0.08,water,3,jnk1,edge_18635-1_18624-1,False
186,8.78,0.28,0.47,0.44,complex,1,pde2,edge_49220392_49137530,False
187,3.32,0.11,0.12,0.06,complex,1,pde2,edge_49932714_49137530,False
188,36.55,0.24,0.36,0.32,complex,1,pde2,edge_49582468_49137530,False
189,0.81,0.14,0.16,0.17,complex,1,pde2,edge_49396360_49137530,False
190,-10.17,0.18,0.15,-0.23,complex,1,pde2,edge_50181001_49137530,False
191,-10.37,0.11,0.11,0.04,complex,1,pde2,edge_49585367_49137530,False
192,1.3,0.09,0.11,0.29,complex,1,pde2,edge_49220392_49175828,False
193,-7.74,0.08,0.18,0.57,complex,1,pde2,edge_49220548_49220392,False
194,-26.58,0.3,1.14,0.9,complex,1,pde2,edge_49220548_49932129,False
195,12.78,0.15,0.17,0.12,complex,1,pde2,edge_49582468_49932129,False
196,-3.94,0.38,0.43,0.05,complex,1,pde2,edge_49396360_49175828,False
198,-4.22,0.21,0.32,0.35,complex,1,pde2,edge_49220548_49137374,False
199,2.35,0.23,0.31,0.27,complex,1,pde2,edge_49220548_49580115,False
200,-0.49,0.15,0.18,0.28,complex,1,pde2,edge_49396360_49220548,False
201,7.9,0.17,0.18,0.08,complex,1,pde2,edge_49932714_49582390,False
202,4.45,0.14,0.14,0.11,complex,1,pde2,edge_49396360_49582390,False
203,-5.18,0.21,0.31,0.4,complex,1,pde2,edge_50181001_49582390,False
204,54.13,0.13,0.78,0.94,complex,1,pde2,edge_50107616_49582390,False
205,46.48,0.21,0.57,0.74,complex,1,pde2,edge_48168913_48271249,False
206,3.14,0.15,0.14,-0.1,complex,1,pde2,edge_49072088_48271249,False
207,19.5,0.27,0.32,0.12,complex,1,pde2,edge_50107616_48271249,False
208,1.26,0.07,0.1,0.13,complex,1,pde2,edge_49137374_48271249,False
209,4.5,0.43,0.7,0.59,complex,1,pde2,edge_49932714_49175789,False
210,7.12,0.1,0.11,0.05,complex,1,pde2,edge_49932714_49580115,False
211,-34.47,0.14,0.14,-0.07,complex,1,pde2,edge_49932714_49582468,False
212,57.0,0.62,6.66,0.99,complex,1,pde2,edge_48168913_49585367,False
213,34.24,0.11,0.12,-0.07,complex,1,pde2,edge_50107616_49585367,False
214,33.3,0.07,0.1,0.26,complex,1,pde2,edge_48168913_48022468,False
215,-11.02,0.06,0.07,0.1,complex,1,pde2,edge_43249674_48022468,False
216,8.63,0.06,0.05,-0.13,complex,1,pde2,edge_48009208_43249674,False
217,4.97,1.3,2.92,0.96,complex,1,pde2,edge_43249674_49175789,False
218,-4.69,0.22,0.41,0.47,complex,1,pde2,edge_49175789_49072088,False
219,8.9,0.1,0.17,0.5,complex,1,pde2,edge_48009208_49137374,False
220,8.75,0.16,0.16,-0.13,complex,2,pde2,edge_49220392_49137530,False
221,3.55,0.09,0.11,0.16,complex,2,pde2,edge_49932714_49137530,False
222,35.24,0.15,0.22,0.33,complex,2,pde2,edge_49582468_49137530,False
223,-0.08,0.09,0.1,0.08,complex,2,pde2,edge_49396360_49137530,False
224,-9.58,0.15,0.16,-0.01,complex,2,pde2,edge_50181001_49137530,False
225,-9.72,0.08,0.17,0.58,complex,2,pde2,edge_49585367_49137530,False
226,2.59,0.1,0.12,0.18,complex,2,pde2,edge_49220392_49175828,False
227,-6.91,0.13,0.13,0.06,complex,2,pde2,edge_49220548_49220392,False
228,-23.58,0.34,0.71,0.72,complex,2,pde2,edge_49220548_49932129,False
229,11.31,0.12,0.2,0.31,complex,2,pde2,edge_49582468_49932129,False
230,-3.83,0.25,1.76,0.97,complex,2,pde2,edge_49396360_49175828,False
231,6.78,0.25,1.26,0.93,complex,2,pde2,edge_49175828_49580115,False
232,-2.95,0.18,0.25,0.36,complex,2,pde2,edge_49220548_49137374,False
233,1.36,0.47,0.71,0.57,complex,2,pde2,edge_49220548_49580115,False
234,-0.64,0.13,0.26,0.58,complex,2,pde2,edge_49396360_49220548,False
235,8.79,0.15,0.15,-0.07,complex,2,pde2,edge_49932714_49582390,False
236,4.49,0.1,0.13,0.13,complex,2,pde2,edge_49396360_49582390,False
237,-4.13,0.26,0.24,-0.03,complex,2,pde2,edge_50181001_49582390,False
238,56.72,0.23,0.29,0.16,complex,2,pde2,edge_50107616_49582390,False
239,44.27,0.17,0.19,0.14,complex,2,pde2,edge_48168913_48271249,False
240,2.06,0.18,0.39,0.63,complex,2,pde2,edge_49072088_48271249,False
241,16.9,0.28,2.19,0.98,complex,2,pde2,edge_50107616_48271249,False
242,-0.38,0.39,0.39,-0.08,complex,2,pde2,edge_49137374_48271249,False
243,6.52,0.16,0.84,0.93,complex,2,pde2,edge_49932714_49175789,False
244,6.51,0.11,0.13,-0.02,complex,2,pde2,edge_49932714_49580115,False
245,-32.66,0.28,0.28,-0.01,complex,2,pde2,edge_49932714_49582468,False
246,57.8,0.42,2.61,0.96,complex,2,pde2,edge_48168913_49585367,False
247,32.87,0.13,0.18,0.39,complex,2,pde2,edge_50107616_49585367,False
248,33.78,0.1,0.22,0.63,complex,2,pde2,edge_48168913_48022468,False
249,-10.68,0.06,0.05,-0.29,complex,2,pde2,edge_43249674_48022468,False
250,8.7,0.07,0.09,0.24,complex,2,pde2,edge_48009208_43249674,False
251,5.74,0.4,0.88,0.79,complex,2,pde2,edge_43249674_49175789,False
252,-4.1,0.34,0.27,-0.16,complex,2,pde2,edge_49175789_49072088,False
253,8.68,0.12,0.1,-0.3,complex,2,pde2,edge_48009208_49137374,False
254,5.02,0.41,0.79,0.72,complex,3,pde2,edge_49220392_49137530,False
255,4.87,0.11,0.13,0.2,complex,3,pde2,edge_49932714_49137530,False
256,35.64,0.55,0.49,-0.1,complex,3,pde2,edge_49582468_49137530,False
257,-0.47,0.13,0.12,-0.06,complex,3,pde2,edge_49396360_49137530,False
258,-9.67,0.17,0.28,0.42,complex,3,pde2,edge_50181001_49137530,False
259,-9.88,0.11,0.13,0.06,complex,3,pde2,edge_49585367_49137530,False
260,1.68,0.09,0.18,0.53,complex,3,pde2,edge_49220392_49175828,False
261,-5.74,0.07,0.06,-0.32,complex,3,pde2,edge_49220548_49220392,False
262,-23.72,0.57,0.72,0.37,complex,3,pde2,edge_49220548_49932129,False
263,9.47,0.2,0.23,0.21,complex,3,pde2,edge_49582468_49932129,False
264,-3.39,0.51,0.53,-0.04,complex,3,pde2,edge_49396360_49175828,False
265,5.05,0.4,0.47,0.2,complex,3,pde2,edge_49175828_49580115,False
266,-4.4,0.12,0.59,0.9,complex,3,pde2,edge_49220548_49137374,False
267,1.64,0.26,0.64,0.75,complex,3,pde2,edge_49220548_49580115,False
268,1.75,0.4,0.41,0.08,complex,3,pde2,edge_49396360_49220548,False
269,8.44,0.12,0.13,0.04,complex,3,pde2,edge_49932714_49582390,False
270,3.83,0.13,0.11,-0.04,complex,3,pde2,edge_49396360_49582390,False
271,-6.66,0.19,0.57,0.78,complex,3,pde2,edge_50181001_49582390,False
272,55.8,0.18,0.17,-0.21,complex,3,pde2,edge_50107616_49582390,False
273,44.31,0.58,0.55,-0.1,complex,3,pde2,edge_48168913_48271249,False
274,2.15,0.27,0.21,-0.19,complex,3,pde2,edge_49072088_48271249,False
275,16.73,0.21,0.69,0.85,complex,3,pde2,edge_50107616_48271249,False
276,-0.17,0.25,0.55,0.67,complex,3,pde2,edge_49137374_48271249,False
277,5.25,0.2,0.45,0.64,complex,3,pde2,edge_49932714_49175789,False
278,5.95,0.14,0.15,0.14,complex,3,pde2,edge_49932714_49580115,False
279,-31.69,0.31,0.34,0.13,complex,3,pde2,edge_49932714_49582468,False
280,56.89,0.32,22.3,1.0,complex,3,pde2,edge_48168913_49585367,False
281,33.65,0.1,0.1,-0.02,complex,3,pde2,edge_50107616_49585367,False
283,-10.4,0.05,0.06,0.17,complex,3,pde2,edge_43249674_48022468,False
284,8.99,0.06,0.07,0.22,complex,3,pde2,edge_48009208_43249674,False
285,2.76,0.56,1.67,0.94,complex,3,pde2,edge_43249674_49175789,False
286,-7.48,0.44,1.25,0.88,complex,3,pde2,edge_49175789_49072088,False
287,6.31,0.28,0.31,0.14,complex,3,pde2,edge_48009208_49137374,False
288,7.3,0.11,0.1,-0.03,water,1,pde2,edge_49220392_49137530,False
289,4.98,0.09,0.09,0.07,water,1,pde2,edge_49932714_49137530,False
290,36.74,0.11,0.13,0.03,water,1,pde2,edge_49582468_49137530,False
291,0.31,0.07,0.08,0.01,water,1,pde2,edge_49396360_49137530,False
292,-8.89,0.1,0.1,-0.08,water,1,pde2,edge_50181001_49137530,False
293,-8.52,0.07,0.08,0.03,water,1,pde2,edge_49585367_49137530,False
294,2.23,0.07,0.08,0.07,water,1,pde2,edge_49220392_49175828,False
295,-7.63,0.06,0.07,0.01,water,1,pde2,edge_49220548_49220392,False
296,-25.65,0.15,0.12,-0.12,water,1,pde2,edge_49220548_49932129,False
297,11.43,0.1,0.12,-0.0,water,1,pde2,edge_49582468_49932129,False
298,-4.93,0.1,0.1,0.06,water,1,pde2,edge_49396360_49175828,False
299,6.21,0.09,0.1,0.14,water,1,pde2,edge_49175828_49580115,False
300,-5.08,0.09,0.09,-0.04,water,1,pde2,edge_49220548_49137374,False
301,1.24,0.07,0.08,0.07,water,1,pde2,edge_49220548_49580115,False
302,0.71,0.08,0.08,-0.01,water,1,pde2,edge_49396360_49220548,False
303,8.69,0.13,0.11,-0.11,water,1,pde2,edge_49932714_49582390,False
304,4.62,0.08,0.08,0.0,water,1,pde2,edge_49396360_49582390,False
305,-5.42,0.19,0.18,-0.09,water,1,pde2,edge_50181001_49582390,False
306,57.46,0.1,0.15,0.37,water,1,pde2,edge_50107616_49582390,False
307,43.71,0.1,0.1,-0.01,water,1,pde2,edge_48168913_48271249,False
308,2.09,0.14,0.13,-0.09,water,1,pde2,edge_49072088_48271249,False
309,16.18,0.12,0.11,-0.06,water,1,pde2,edge_50107616_48271249,False
310,-0.44,0.06,0.07,-0.01,water,1,pde2,edge_49137374_48271249,False
311,5.53,0.08,0.08,0.0,water,1,pde2,edge_49932714_49175789,False
312,5.95,0.07,0.07,-0.04,water,1,pde2,edge_49932714_49580115,False
313,-32.56,0.11,0.1,-0.03,water,1,pde2,edge_49932714_49582468,False
314,58.3,0.13,0.14,-0.06,water,1,pde2,edge_48168913_49585367,False
315,32.3,0.09,0.09,0.04,water,1,pde2,edge_50107616_49585367,False
316,34.4,0.06,0.06,0.09,water,1,pde2,edge_48168913_48022468,False
317,-10.22,0.05,0.06,0.01,water,1,pde2,edge_43249674_48022468,False
318,8.67,0.05,0.06,0.09,water,1,pde2,edge_48009208_43249674,False
319,5.06,0.14,0.14,0.05,water,1,pde2,edge_43249674_49175789,False
320,-7.85,0.11,0.11,0.07,water,1,pde2,edge_49175789_49072088,False
321,8.46,0.08,0.08,-0.02,water,1,pde2,edge_48009208_49137374,False
322,7.39,0.09,0.09,-0.01,water,2,pde2,edge_49220392_49137530,False
323,5.23,0.11,0.09,-0.17,water,2,pde2,edge_49932714_49137530,False
324,36.73,0.12,0.14,0.14,water,2,pde2,edge_49582468_49137530,False
325,0.42,0.07,0.08,0.03,water,2,pde2,edge_49396360_49137530,False
326,-9.09,0.09,0.1,0.0,water,2,pde2,edge_50181001_49137530,False
327,-8.59,0.09,0.08,-0.06,water,2,pde2,edge_49585367_49137530,False
328,2.34,0.09,0.07,-0.06,water,2,pde2,edge_49220392_49175828,False
329,-7.54,0.07,0.07,0.04,water,2,pde2,edge_49220548_49220392,False
330,-25.7,0.09,0.11,0.08,water,2,pde2,edge_49220548_49932129,False
331,10.68,0.1,0.11,-0.01,water,2,pde2,edge_49582468_49932129,False
332,-4.73,0.09,0.11,0.03,water,2,pde2,edge_49396360_49175828,False
