,val,err,aerr,conv,env,repeat,target,edge
79,22.8,0.1,0.15,0.33,complex,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402749_500_9
80,9.87,0.07,0.06,0.01,complex,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402751_2100_11
81,2.33,0.04,0.05,0.05,complex,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402752_30000_12
82,36.92,0.08,0.08,0.04,complex,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402755_4200_15
84,-1.84,0.09,0.11,0.17,complex,2,cmet,edge_CHEMBL3402749_500_9_CHEMBL3402748_5300_8
85,-6.51,0.18,0.19,0.02,complex,2,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402748_5300_8
86,-0.63,0.04,0.05,0.05,complex,2,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402749_500_9
88,6.36,0.05,0.04,-0.18,complex,2,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402751_2100_11
89,-60.43,0.06,0.06,-0.13,complex,2,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402754_40_14
90,-10.85,0.12,0.12,-0.05,complex,2,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402747_3400_7
91,8.73,0.07,0.08,0.09,complex,2,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402750_400_10
92,26.48,0.03,0.03,-0.1,complex,2,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402755_4200_15
94,-95.24,0.05,0.04,0.05,complex,2,cmet,edge_CHEMBL3402755_4200_15_CHEMBL3402754_40_14
95,-7.57,0.13,0.16,0.19,complex,2,cmet,edge_CHEMBL3402757_6.5_CHEMBL3402756_2.7
97,28.62,0.12,0.15,0.18,complex,2,cmet,edge_CHEMBL3402758_10_CHEMBL3402756_2.7
98,36.32,0.16,0.24,0.36,complex,2,cmet,edge_CHEMBL3402758_10_CHEMBL3402760_1
99,-1.29,0.16,0.16,-0.1,complex,2,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402757_6.5
100,-36.57,0.1,0.1,0.09,complex,2,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402758_10
102,-99.86,0.44,0.52,-0.02,complex,2,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402754_40_14
103,-3.65,0.37,0.4,0.04,complex,2,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402755_4200_15
104,-22.25,0.13,0.19,0.32,complex,2,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402760_1
105,-14.82,0.24,0.33,0.37,complex,2,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402762_1
106,-8.06,0.26,0.26,0.03,complex,2,cmet,edge_CHEMBL3402762_1_CHEMBL3402760_1
107,22.09,0.24,0.25,0.13,complex,2,cmet,edge_CHEMBL3402763_90_CHEMBL3402764_90
108,-25.98,0.17,0.16,-0.06,complex,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402742_23
109,-4.02,0.11,0.12,0.0,complex,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402743_42
110,-48.6,0.45,0.56,0.18,complex,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402744_300_4
111,-50.98,0.3,0.27,-0.06,complex,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402745_200_5
113,-6.74,0.28,0.26,-0.12,complex,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402764_90
115,-22.22,0.15,0.16,-0.06,complex,3,cmet,edge_CHEMBL3402741_400_CHEMBL3402763_90
116,-0.67,0.33,0.35,0.01,complex,3,cmet,edge_CHEMBL3402741_400_CHEMBL3402764_90
118,-2.29,0.29,0.24,-0.09,complex,3,cmet,edge_CHEMBL3402742_23_CHEMBL3402763_90
119,-21.35,0.13,0.13,0.04,complex,3,cmet,edge_CHEMBL3402743_42_CHEMBL3402742_23
124,-24.44,0.11,0.18,0.33,complex,3,cmet,edge_CHEMBL3402743_42_CHEMBL3402763_90
125,-2.39,0.11,0.14,0.25,complex,3,cmet,edge_CHEMBL3402743_42_CHEMBL3402764_90
126,-3.75,0.07,0.07,-0.05,complex,3,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402745_200_5
127,45.94,0.17,0.16,-0.04,complex,3,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402752_30000_12
128,54.89,0.63,0.5,-0.08,complex,3,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402756_2.7
129,64.19,0.58,0.68,0.32,complex,3,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402757_6.5
130,25.28,0.17,0.17,-0.11,complex,3,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402742_23
131,46.71,0.2,0.17,-0.02,complex,3,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402743_42
133,49.21,0.23,0.22,-0.06,complex,3,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402752_30000_12
134,58.69,0.48,0.39,-0.02,complex,3,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402756_2.7
135,-40.8,0.4,0.5,0.19,complex,3,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402744_300_4
136,22.5,0.07,0.15,0.54,complex,3,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402749_500_9
137,9.39,0.06,0.05,-0.27,complex,3,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402751_2100_11
138,2.49,0.05,0.05,0.03,complex,3,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402752_30000_12
139,36.21,0.08,0.07,-0.09,complex,3,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402755_4200_15
140,-12.09,0.28,0.56,0.58,complex,3,cmet,edge_CHEMBL3402748_5300_8_CHEMBL3402751_2100_11
141,-1.48,0.11,0.12,0.08,complex,3,cmet,edge_CHEMBL3402749_500_9_CHEMBL3402748_5300_8
142,-7.12,0.21,0.15,-0.22,complex,3,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402748_5300_8
143,-0.43,0.04,0.05,0.06,complex,3,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402749_500_9
144,-12.42,0.25,0.39,0.45,complex,3,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402751_2100_11
145,6.32,0.05,0.05,0.04,complex,3,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402751_2100_11
146,-60.16,0.08,0.07,-0.17,complex,3,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402754_40_14
147,-10.53,0.13,0.15,0.08,complex,3,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402747_3400_7
148,8.61,0.08,0.08,-0.09,complex,3,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402750_400_10
149,26.57,0.03,0.03,-0.01,complex,3,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402755_4200_15
151,-94.76,0.1,0.07,-0.42,complex,3,cmet,edge_CHEMBL3402755_4200_15_CHEMBL3402754_40_14
152,-7.94,0.18,0.17,0.06,complex,3,cmet,edge_CHEMBL3402757_6.5_CHEMBL3402756_2.7
154,28.05,0.1,0.09,0.0,complex,3,cmet,edge_CHEMBL3402758_10_CHEMBL3402756_2.7
155,36.92,0.12,0.33,0.73,complex,3,cmet,edge_CHEMBL3402758_10_CHEMBL3402760_1
156,-2.26,0.12,0.16,0.17,complex,3,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402757_6.5
157,-36.95,0.15,0.14,-0.11,complex,3,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402758_10
159,-98.91,0.26,0.31,0.13,complex,3,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402754_40_14
160,-4.63,0.22,0.56,0.74,complex,3,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402755_4200_15
161,-22.49,0.17,0.19,0.16,complex,3,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402760_1
162,-15.49,0.2,0.19,0.02,complex,3,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402762_1
163,-7.55,0.17,0.27,0.32,complex,3,cmet,edge_CHEMBL3402762_1_CHEMBL3402760_1
164,21.3,0.21,0.27,0.25,complex,3,cmet,edge_CHEMBL3402763_90_CHEMBL3402764_90
165,-25.57,0.15,0.16,0.11,complex,3,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402742_23
166,-3.97,0.16,0.14,-0.06,complex,3,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402743_42
167,-48.17,0.4,0.49,0.28,complex,3,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402744_300_4
168,-51.05,0.25,0.3,0.08,complex,3,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402745_200_5
170,-5.87,0.17,0.19,0.13,complex,3,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402764_90
172,-23.91,0.13,0.11,-0.07,water,1,cmet,edge_CHEMBL3402741_400_CHEMBL3402763_90
173,-5.51,0.2,0.22,0.0,water,1,cmet,edge_CHEMBL3402741_400_CHEMBL3402764_90
175,-2.04,0.11,0.12,0.12,water,1,cmet,edge_CHEMBL3402742_23_CHEMBL3402763_90
176,-21.04,0.14,0.14,0.01,water,1,cmet,edge_CHEMBL3402743_42_CHEMBL3402742_23
181,-23.39,0.11,0.09,-0.15,water,1,cmet,edge_CHEMBL3402743_42_CHEMBL3402763_90
182,-4.91,0.07,0.08,0.06,water,1,cmet,edge_CHEMBL3402743_42_CHEMBL3402764_90
183,-2.28,0.06,0.06,0.01,water,1,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402745_200_5
184,43.91,0.07,0.09,0.01,water,1,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402752_30000_12
185,60.2,0.2,0.23,0.02,water,1,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402756_2.7
186,66.97,0.17,0.21,0.19,water,1,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402757_6.5
187,28.06,0.14,0.14,-0.15,water,1,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402742_23
188,48.94,0.12,0.13,0.06,water,1,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402743_42
189,50.51,0.1,0.11,0.1,water,1,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402748_5300_8
190,46.36,0.08,0.08,-0.02,water,1,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402752_30000_12
191,62.25,0.26,0.22,-0.13,water,1,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402756_2.7
192,-42.33,0.07,0.08,-0.01,water,1,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402744_300_4
193,23.18,0.04,0.04,0.02,water,1,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402749_500_9
194,10.0,0.05,0.05,-0.09,water,1,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402751_2100_11
195,2.67,0.05,0.05,0.01,water,1,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402752_30000_12
196,39.3,0.06,0.06,-0.04,water,1,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402755_4200_15
197,-12.4,0.06,0.05,-0.07,water,1,cmet,edge_CHEMBL3402748_5300_8_CHEMBL3402751_2100_11
198,-2.37,0.05,0.05,0.11,water,1,cmet,edge_CHEMBL3402749_500_9_CHEMBL3402748_5300_8
199,-9.13,0.05,0.05,-0.04,water,1,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402748_5300_8
200,-1.67,0.05,0.05,-0.08,water,1,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402749_500_9
201,-14.99,0.05,0.05,0.02,water,1,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402751_2100_11
202,7.12,0.04,0.04,0.04,water,1,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402751_2100_11
203,-55.48,0.07,0.07,-0.06,water,1,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402754_40_14
204,-14.07,0.09,0.1,0.05,water,1,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402747_3400_7
205,8.31,0.08,0.08,0.01,water,1,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402750_400_10
206,25.43,0.04,0.05,-0.04,water,1,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402755_4200_15
207,34.21,0.18,0.19,-0.11,water,1,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402761_1_21
208,-93.52,0.05,0.05,0.11,water,1,cmet,edge_CHEMBL3402755_4200_15_CHEMBL3402754_40_14
209,-7.34,0.13,0.14,0.1,water,1,cmet,edge_CHEMBL3402757_6.5_CHEMBL3402756_2.7
211,28.02,0.07,0.08,0.06,water,1,cmet,edge_CHEMBL3402758_10_CHEMBL3402756_2.7
212,38.06,0.09,0.09,0.07,water,1,cmet,edge_CHEMBL3402758_10_CHEMBL3402760_1
213,-0.99,0.15,0.12,-0.16,water,1,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402757_6.5
214,-35.86,0.1,0.09,-0.08,water,1,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402758_10
215,-46.36,0.49,0.7,0.36,water,1,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402763_90
216,-102.95,0.2,0.21,0.05,water,1,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402754_40_14
217,-9.47,0.18,0.2,0.11,water,1,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402755_4200_15
218,-22.25,0.14,0.13,-0.05,water,1,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402760_1
219,-14.41,0.11,0.12,0.02,water,1,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402762_1
220,-9.23,0.15,0.3,0.58,water,1,cmet,edge_CHEMBL3402762_1_CHEMBL3402760_1
221,18.95,0.13,0.15,0.18,water,1,cmet,edge_CHEMBL3402763_90_CHEMBL3402764_90
222,-24.62,0.19,0.17,-0.02,water,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402742_23
223,-3.36,0.15,0.14,-0.01,water,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402743_42
224,-50.09,0.32,0.26,-0.25,water,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402744_300_4
225,-52.65,0.15,0.17,0.15,water,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402745_200_5
226,20.6,0.32,0.68,0.7,water,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402760_1
227,-8.28,0.14,0.14,-0.02,water,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402764_90
229,-23.71,0.1,0.1,-0.05,water,2,cmet,edge_CHEMBL3402741_400_CHEMBL3402763_90
230,-6.14,0.33,0.37,0.14,water,2,cmet,edge_CHEMBL3402741_400_CHEMBL3402764_90
232,-1.99,0.11,0.12,0.12,water,2,cmet,edge_CHEMBL3402742_23_CHEMBL3402763_90
233,-20.97,0.15,0.18,0.14,water,2,cmet,edge_CHEMBL3402743_42_CHEMBL3402742_23
238,-24.14,0.13,0.11,-0.02,water,2,cmet,edge_CHEMBL3402743_42_CHEMBL3402763_90
239,-5.05,0.07,0.07,0.01,water,2,cmet,edge_CHEMBL3402743_42_CHEMBL3402764_90
240,-2.33,0.06,0.06,0.12,water,2,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402745_200_5
241,43.89,0.08,0.08,0.02,water,2,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402752_30000_12
242,59.86,0.18,0.19,-0.07,water,2,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402756_2.7
243,66.88,0.15,0.22,0.34,water,2,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402757_6.5
244,27.92,0.12,0.14,0.14,water,2,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402742_23
245,49.12,0.12,0.12,0.07,water,2,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402743_42
246,50.46,0.1,0.09,0.0,water,2,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402748_5300_8
247,46.39,0.09,0.08,-0.09,water,2,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402752_30000_12
248,61.77,0.18,0.23,0.14,water,2,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402756_2.7
249,-42.29,0.09,0.08,0.02,water,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402744_300_4
250,23.26,0.05,0.04,-0.03,water,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402749_500_9
251,9.95,0.05,0.05,0.0,water,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402751_2100_11
252,2.61,0.05,0.05,-0.01,water,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402752_30000_12
253,39.27,0.07,0.06,-0.05,water,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402755_4200_15
254,-11.99,0.06,0.05,-0.05,water,2,cmet,edge_CHEMBL3402748_5300_8_CHEMBL3402751_2100_11
255,-2.39,0.05,0.06,0.16,water,2,cmet,edge_CHEMBL3402749_500_9_CHEMBL3402748_5300_8
256,-9.23,0.04,0.04,-0.04,water,2,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402748_5300_8
257,-1.66,0.05,0.05,0.03,water,2,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402749_500_9
258,-14.89,0.05,0.05,0.06,water,2,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402751_2100_11
259,7.03,0.05,0.05,-0.01,water,2,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402751_2100_11
260,-55.41,0.07,0.07,-0.0,water,2,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402754_40_14
261,-14.31,0.12,0.11,0.01,water,2,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402747_3400_7
262,8.42,0.07,0.07,0.03,water,2,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402750_400_10
263,25.22,0.04,0.05,-0.04,water,2,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402755_4200_15
264,34.63,0.18,0.17,-0.03,water,2,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402761_1_21
265,-93.19,0.05,0.05,-0.0,water,2,cmet,edge_CHEMBL3402755_4200_15_CHEMBL3402754_40_14
266,-6.96,0.16,0.15,-0.02,water,2,cmet,edge_CHEMBL3402757_6.5_CHEMBL3402756_2.7
268,27.88,0.07,0.08,0.05,water,2,cmet,edge_CHEMBL3402758_10_CHEMBL3402756_2.7
269,38.11,0.07,0.08,-0.04,water,2,cmet,edge_CHEMBL3402758_10_CHEMBL3402760_1
270,-1.05,0.12,0.14,0.13,water,2,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402757_6.5
271,-35.78,0.08,0.08,0.07,water,2,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402758_10
272,-46.55,0.46,0.54,0.09,water,2,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402763_90
273,-102.54,0.19,0.22,-0.01,water,2,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402754_40_14
274,-9.67,0.19,0.18,-0.09,water,2,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402755_4200_15
275,-22.46,0.2,0.17,0.04,water,2,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402760_1
276,-14.89,0.1,0.11,-0.0,water,2,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402762_1
277,-9.05,0.15,0.2,0.24,water,2,cmet,edge_CHEMBL3402762_1_CHEMBL3402760_1
278,18.74,0.14,0.16,0.2,water,2,cmet,edge_CHEMBL3402763_90_CHEMBL3402764_90
279,-24.24,0.13,0.14,0.05,water,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402742_23
280,-3.73,0.15,0.16,0.0,water,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402743_42
281,-49.8,0.24,0.25,0.04,water,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402744_300_4
282,-52.24,0.18,0.2,0.1,water,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402745_200_5
283,19.88,0.51,0.58,0.21,water,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402760_1
284,-8.46,0.13,0.14,-0.02,water,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402764_90
286,-23.83,0.09,0.1,0.05,water,3,cmet,edge_CHEMBL3402741_400_CHEMBL3402763_90
287,-5.63,0.23,0.27,0.25,water,3,cmet,edge_CHEMBL3402741_400_CHEMBL3402764_90
289,-1.9,0.11,0.14,0.11,water,3,cmet,edge_CHEMBL3402742_23_CHEMBL3402763_90
290,-20.94,0.15,0.15,-0.13,water,3,cmet,edge_CHEMBL3402743_42_CHEMBL3402742_23
295,-23.42,0.12,0.11,-0.19,water,3,cmet,edge_CHEMBL3402743_42_CHEMBL3402763_90
