,val,err,aerr,conv,env,repeat,target,edge,failed
1404,-278.61,0.77,1288.44,1.0,complex,2,cmet,edge_CHEMBL3402758_10_CHEMBL3402742_23,False
1405,-25.74,0.08,0.1,0.29,complex,2,cmet,edge_CHEMBL3402758_10_CHEMBL3402756_2.7,False
1406,48.52,0.26,0.34,0.24,complex,2,cmet,edge_CHEMBL3402758_10_CHEMBL3402760_1,False
1407,-33.98,0.11,0.13,0.12,complex,2,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402757_6.5,False
1408,-33.4,0.1,0.13,0.22,complex,2,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402758_10,False
1409,-267.22,1.37,229.02,1.0,complex,2,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402763_90,False
1410,-140.93,0.3,0.32,0.05,complex,2,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402754_40_14,False
1411,-57.48,0.39,0.39,-0.02,complex,2,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402755_4200_15,False
1412,23.8,0.44,0.4,-0.22,complex,2,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402760_1,False
1413,-11.14,0.17,0.18,0.02,complex,2,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402762_1,False
1414,34.4,0.44,0.47,-0.16,complex,2,cmet,edge_CHEMBL3402762_1_CHEMBL3402760_1,False
1415,12.53,0.21,0.19,-0.1,complex,2,cmet,edge_CHEMBL3402763_90_CHEMBL3402764_90,False
1416,11.23,0.18,0.16,-0.11,complex,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402742_23,False
1417,42.04,0.19,0.19,0.02,complex,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402743_42,False
1418,-12.92,0.96,0.75,0.03,complex,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402744_300_4,False
1419,-13.59,0.35,0.36,0.12,complex,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402745_200_5,False
1420,341.09,1.83,85.36,1.0,complex,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402760_1,False
1421,72.46,0.39,0.31,-0.1,complex,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402764_90,False
1422,129.54,2.57,2948004.11,1.0,complex,3,cmet,edge_CHEMBL3402741_400_CHEMBL3402756_2.7,False
1423,-85.2,0.16,0.15,-0.13,complex,3,cmet,edge_CHEMBL3402741_400_CHEMBL3402763_90,False
1424,-71.56,0.22,0.33,0.33,complex,3,cmet,edge_CHEMBL3402741_400_CHEMBL3402764_90,False
1425,259.68,2.48,586.58,1.0,complex,3,cmet,edge_CHEMBL3402742_23_CHEMBL3402756_2.7,False
1426,50.9,0.19,0.19,0.04,complex,3,cmet,edge_CHEMBL3402742_23_CHEMBL3402763_90,False
1427,-27.65,0.16,0.27,0.33,complex,3,cmet,edge_CHEMBL3402743_42_CHEMBL3402742_23,False
1428,219.42,0.76,86612.06,1.0,complex,3,cmet,edge_CHEMBL3402743_42_CHEMBL3402756_2.7,False
1429,245.15,1.12,6536.79,1.0,complex,3,cmet,edge_CHEMBL3402743_42_CHEMBL3402758_10,False
1430,292.35,1.27,79211.86,1.0,complex,3,cmet,edge_CHEMBL3402743_42_CHEMBL3402760_1,False
1431,261.41,0.93,424.72,1.0,complex,3,cmet,edge_CHEMBL3402743_42_CHEMBL3402762_1,False
1432,15.67,0.22,0.17,-0.2,complex,3,cmet,edge_CHEMBL3402743_42_CHEMBL3402763_90,False
1433,31.72,0.09,0.11,0.05,complex,3,cmet,edge_CHEMBL3402743_42_CHEMBL3402764_90,False
1434,-3.98,0.06,0.06,-0.02,complex,3,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402745_200_5,False
1435,138.49,0.15,0.18,0.08,complex,3,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402752_30000_12,False
1436,280.32,0.86,101.62,1.0,complex,3,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402756_2.7,False
1437,300.37,0.82,829.42,1.0,complex,3,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402757_6.5,False
1438,25.43,0.49,0.77,0.52,complex,3,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402742_23,False
1439,57.48,0.25,1.58,0.96,complex,3,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402743_42,False
1440,173.8,0.16,0.22,0.36,complex,3,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402748_5300_8,False
1441,142.7,0.15,0.19,0.09,complex,3,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402752_30000_12,False
1442,284.15,0.7,22.97,1.0,complex,3,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402756_2.7,False
1443,-138.52,0.17,0.17,0.11,complex,3,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402744_300_4,False
1444,33.7,0.05,0.25,0.87,complex,3,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402749_500_9,False
1445,0.87,0.04,0.04,0.02,complex,3,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402751_2100_11,False
1446,2.6,0.05,0.05,-0.07,complex,3,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402752_30000_12,False
1447,131.17,0.05,0.08,0.28,complex,3,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402755_4200_15,False
1448,-29.51,0.12,1.18,0.98,complex,3,cmet,edge_CHEMBL3402748_5300_8_CHEMBL3402751_2100_11,False
1449,-4.19,0.04,0.05,0.17,complex,3,cmet,edge_CHEMBL3402749_500_9_CHEMBL3402748_5300_8,False
1450,-2.76,0.06,0.08,0.23,complex,3,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402748_5300_8,False
1451,5.45,0.03,0.07,0.42,complex,3,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402749_500_9,False
1452,-27.65,0.42,0.4,-0.02,complex,3,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402751_2100_11,False
1453,-2.61,0.04,0.03,-0.04,complex,3,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402751_2100_11,False
1454,49.73,0.1,0.1,-0.02,complex,3,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402754_40_14,False
1455,-102.63,0.1,0.1,0.03,complex,3,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402747_3400_7,False
1456,-80.94,0.15,0.11,-0.12,complex,3,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402750_400_10,False
1457,27.07,0.03,0.03,-0.0,complex,3,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402755_4200_15,False
1458,83.0,0.32,0.98,0.86,complex,3,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402761_1_21,False
1459,-80.64,0.05,0.05,-0.01,complex,3,cmet,edge_CHEMBL3402755_4200_15_CHEMBL3402754_40_14,False
1460,-24.84,0.11,0.12,0.1,complex,3,cmet,edge_CHEMBL3402757_6.5_CHEMBL3402756_2.7,False
1461,-280.06,1.04,11791.89,1.0,complex,3,cmet,edge_CHEMBL3402758_10_CHEMBL3402742_23,False
1462,-25.33,0.08,0.09,0.02,complex,3,cmet,edge_CHEMBL3402758_10_CHEMBL3402756_2.7,False
1463,47.6,0.17,0.39,0.71,complex,3,cmet,edge_CHEMBL3402758_10_CHEMBL3402760_1,False
1464,-33.92,0.12,0.14,0.16,complex,3,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402757_6.5,False
1465,-32.87,0.1,0.11,0.14,complex,3,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402758_10,False
1466,-262.61,2.35,51.3,1.0,complex,3,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402763_90,False
1467,-140.99,0.37,0.38,-0.17,complex,3,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402754_40_14,False
1468,-57.79,0.27,0.33,0.27,complex,3,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402755_4200_15,False
1469,23.09,0.27,0.24,-0.03,complex,3,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402760_1,False
1470,-10.97,0.16,0.18,0.13,complex,3,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402762_1,False
1471,33.44,0.29,0.28,0.04,complex,3,cmet,edge_CHEMBL3402762_1_CHEMBL3402760_1,False
1472,12.55,0.19,0.23,0.13,complex,3,cmet,edge_CHEMBL3402763_90_CHEMBL3402764_90,False
1473,12.31,0.22,0.19,-0.16,complex,3,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402742_23,False
1474,41.94,0.22,0.22,0.01,complex,3,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402743_42,False
1475,-12.94,0.39,0.54,0.61,complex,3,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402744_300_4,False
1476,-14.0,0.23,0.26,0.0,complex,3,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402745_200_5,False
1477,340.86,0.65,131.25,1.0,complex,3,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402760_1,False
1478,74.16,0.24,0.25,0.03,complex,3,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402764_90,False
1479,127.45,1.16,2647.67,1.0,water,1,cmet,edge_CHEMBL3402741_400_CHEMBL3402756_2.7,False
1480,-88.49,0.17,0.65,0.89,water,1,cmet,edge_CHEMBL3402741_400_CHEMBL3402763_90,False
1481,-74.44,0.14,0.14,-0.01,water,1,cmet,edge_CHEMBL3402741_400_CHEMBL3402764_90,False
1482,256.81,0.71,172.54,1.0,water,1,cmet,edge_CHEMBL3402742_23_CHEMBL3402756_2.7,False
1483,48.86,0.08,0.1,0.2,water,1,cmet,edge_CHEMBL3402742_23_CHEMBL3402763_90,False
1484,-27.32,0.11,0.12,0.11,water,1,cmet,edge_CHEMBL3402743_42_CHEMBL3402742_23,False
1485,223.98,0.76,476.52,1.0,water,1,cmet,edge_CHEMBL3402743_42_CHEMBL3402756_2.7,False
1486,252.72,1.88,81.25,1.0,water,1,cmet,edge_CHEMBL3402743_42_CHEMBL3402758_10,False
1487,294.11,1.26,91.61,1.0,water,1,cmet,edge_CHEMBL3402743_42_CHEMBL3402760_1,False
1488,263.72,0.58,59.58,1.0,water,1,cmet,edge_CHEMBL3402743_42_CHEMBL3402762_1,False
1489,18.5,0.1,0.1,-0.09,water,1,cmet,edge_CHEMBL3402743_42_CHEMBL3402763_90,False
1490,29.65,0.06,0.06,-0.0,water,1,cmet,edge_CHEMBL3402743_42_CHEMBL3402764_90,False
1491,-3.76,0.03,0.03,0.02,water,1,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402745_200_5,False
1492,135.86,0.1,0.1,0.1,water,1,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402752_30000_12,False
1493,283.93,0.5,3.84,0.99,water,1,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402756_2.7,False
1494,306.07,0.38,4.62,0.99,water,1,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402757_6.5,False
1495,26.11,0.31,0.33,0.02,water,1,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402742_23,False
1496,58.38,0.44,0.41,-0.04,water,1,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402743_42,False
1497,173.19,0.08,0.08,-0.07,water,1,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402748_5300_8,False
1498,140.65,0.07,0.07,-0.11,water,1,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402752_30000_12,False
1499,286.8,0.63,3.15,0.98,water,1,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402756_2.7,False
1500,-136.27,0.08,0.1,0.24,water,1,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402744_300_4,False
1501,35.34,0.02,0.03,0.24,water,1,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402749_500_9,False
1502,0.66,0.05,0.04,0.06,water,1,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402751_2100_11,False
1503,1.97,0.02,0.02,-0.03,water,1,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402752_30000_12,False
1504,132.58,0.04,0.05,-0.04,water,1,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402755_4200_15,False
1505,-29.27,0.06,0.06,0.09,water,1,cmet,edge_CHEMBL3402748_5300_8_CHEMBL3402751_2100_11,False
1506,-5.16,0.02,0.02,0.01,water,1,cmet,edge_CHEMBL3402749_500_9_CHEMBL3402748_5300_8,False
1507,-4.46,0.04,0.03,-0.03,water,1,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402748_5300_8,False
1508,4.38,0.03,0.03,0.01,water,1,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402749_500_9,False
1509,-30.21,0.03,0.03,0.03,water,1,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402751_2100_11,False
1510,-1.55,0.03,0.03,-0.0,water,1,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402751_2100_11,False
1511,52.92,0.07,0.1,0.21,water,1,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402754_40_14,False
1512,-105.92,0.11,0.11,0.08,water,1,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402747_3400_7,False
1513,-81.77,0.08,0.08,-0.02,water,1,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402750_400_10,False
1514,25.5,0.02,0.02,-0.03,water,1,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402755_4200_15,False
1515,85.56,0.18,0.17,0.01,water,1,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402761_1_21,False
1516,-79.45,0.04,0.04,0.09,water,1,cmet,edge_CHEMBL3402755_4200_15_CHEMBL3402754_40_14,False
1517,-23.61,0.08,0.1,0.11,water,1,cmet,edge_CHEMBL3402757_6.5_CHEMBL3402756_2.7,False
1518,-279.52,0.49,701.99,1.0,water,1,cmet,edge_CHEMBL3402758_10_CHEMBL3402742_23,False
1519,-24.77,0.06,0.06,-0.03,water,1,cmet,edge_CHEMBL3402758_10_CHEMBL3402756_2.7,False
1520,47.4,0.08,0.12,0.32,water,1,cmet,edge_CHEMBL3402758_10_CHEMBL3402760_1,False
1521,-31.07,0.13,0.16,0.16,water,1,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402757_6.5,False
1522,-30.54,0.05,0.07,0.11,water,1,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402758_10,False
1523,-267.93,0.43,413.64,1.0,water,1,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402763_90,False
1524,-142.46,0.2,0.18,-0.11,water,1,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402754_40_14,False
1525,-59.69,0.33,0.25,-0.34,water,1,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402755_4200_15,False
1526,24.63,0.28,0.3,0.09,water,1,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402760_1,False
1527,-9.4,0.15,0.14,-0.13,water,1,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402762_1,False
1528,33.62,0.19,0.69,0.86,water,1,cmet,edge_CHEMBL3402762_1_CHEMBL3402760_1,False
1529,11.96,0.11,0.1,-0.1,water,1,cmet,edge_CHEMBL3402763_90_CHEMBL3402764_90,False
1530,10.4,0.14,0.15,0.07,water,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402742_23,False
1531,40.33,0.13,0.16,0.21,water,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402743_42,False
1532,-13.2,0.22,0.23,0.07,water,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402744_300_4,False
1533,-15.89,0.16,0.16,0.04,water,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402745_200_5,False
1534,342.44,0.57,9.07,1.0,water,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402760_1,False
