,val,err,aerr,conv,env,repeat,target,edge,failed
1325,37.38,0.16,0.2,0.02,complex,1,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402743_42,False
1326,52.17,0.22,0.21,-0.07,complex,1,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402748_5300_8,False
1327,51.03,0.29,0.51,0.61,complex,1,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402752_30000_12,False
1328,51.88,0.68,1.68,0.89,complex,1,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402756_2.7,False
1329,-47.33,0.16,0.15,-0.14,complex,1,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402744_300_4,False
1330,13.27,0.15,0.22,0.36,complex,1,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402749_500_9,False
1331,1.56,0.05,0.05,0.08,complex,1,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402751_2100_11,False
1332,-0.25,0.06,0.07,0.14,complex,1,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402752_30000_12,False
1333,32.51,0.07,0.1,0.18,complex,1,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402755_4200_15,False
1334,-3.36,0.47,3.46,0.99,complex,1,cmet,edge_CHEMBL3402748_5300_8_CHEMBL3402751_2100_11,False
1335,-10.6,0.1,0.11,0.03,complex,1,cmet,edge_CHEMBL3402749_500_9_CHEMBL3402748_5300_8,False
1336,-18.2,0.14,0.17,0.28,complex,1,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402748_5300_8,False
1337,-5.42,0.07,0.06,-0.1,complex,1,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402749_500_9,False
1338,-16.16,0.23,0.33,0.42,complex,1,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402751_2100_11,False
1339,1.5,0.06,0.06,0.03,complex,1,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402751_2100_11,False
1340,-60.88,0.16,0.14,-0.11,complex,1,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402754_40_14,False
1341,-5.47,0.16,0.14,-0.12,complex,1,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402747_3400_7,False
1342,10.98,0.06,0.07,0.1,complex,1,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402750_400_10,False
1343,26.76,0.04,0.04,-0.06,complex,1,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402755_4200_15,False
1344,29.82,0.37,0.93,0.79,complex,1,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402761_1_21,False
1345,-93.22,0.09,0.09,-0.03,complex,1,cmet,edge_CHEMBL3402755_4200_15_CHEMBL3402754_40_14,False
1346,-10.02,0.14,0.17,0.08,complex,1,cmet,edge_CHEMBL3402757_6.5_CHEMBL3402756_2.7,False
1347,10.59,0.69,515.0,1.0,complex,1,cmet,edge_CHEMBL3402758_10_CHEMBL3402742_23,False
1348,22.22,0.12,0.13,0.09,complex,1,cmet,edge_CHEMBL3402758_10_CHEMBL3402756_2.7,False
1349,32.01,0.16,0.38,0.68,complex,1,cmet,edge_CHEMBL3402758_10_CHEMBL3402760_1,False
1350,7.55,0.16,0.25,0.23,complex,1,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402757_6.5,False
1351,-24.59,0.21,0.2,0.04,complex,1,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402758_10,False
1352,-24.88,0.36,140.23,1.0,complex,1,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402763_90,False
1353,-99.21,0.36,0.36,-0.01,complex,1,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402754_40_14,False
1354,-5.1,0.34,0.35,0.0,complex,1,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402755_4200_15,False
1355,-24.29,0.24,0.26,0.04,complex,1,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402760_1,False
1356,-26.04,0.25,0.35,0.37,complex,1,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402762_1,False
1357,-0.1,0.25,0.31,0.27,complex,1,cmet,edge_CHEMBL3402762_1_CHEMBL3402760_1,False
1358,12.41,0.21,0.15,-0.32,complex,1,cmet,edge_CHEMBL3402763_90_CHEMBL3402764_90,False
1359,-12.95,0.3,0.3,0.05,complex,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402742_23,False
1360,-15.21,0.15,0.15,0.06,complex,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402743_42,False
1361,-48.92,0.99,0.78,-0.53,complex,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402744_300_4,False
1362,-53.69,0.3,0.28,-0.03,complex,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402745_200_5,False
1363,10.68,1.2,1.14,0.71,complex,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402760_1,False
1364,-8.59,0.22,0.32,0.28,complex,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402764_90,False
1365,20.66,2.33,742.01,1.0,complex,2,cmet,edge_CHEMBL3402741_400_CHEMBL3402756_2.7,False
1366,-10.95,0.12,0.12,-0.02,complex,2,cmet,edge_CHEMBL3402741_400_CHEMBL3402763_90,False
1367,0.83,0.22,0.37,0.45,complex,2,cmet,edge_CHEMBL3402741_400_CHEMBL3402764_90,False
1368,7.84,1.62,22.58,1.0,complex,2,cmet,edge_CHEMBL3402742_23_CHEMBL3402756_2.7,False
1369,-8.66,0.23,0.23,-0.07,complex,2,cmet,edge_CHEMBL3402742_23_CHEMBL3402763_90,False
1370,2.06,0.19,0.2,0.09,complex,2,cmet,edge_CHEMBL3402743_42_CHEMBL3402742_23,False
1371,12.52,0.76,32.67,1.0,complex,2,cmet,edge_CHEMBL3402743_42_CHEMBL3402756_2.7,False
1372,-6.63,0.84,41.19,1.0,complex,2,cmet,edge_CHEMBL3402743_42_CHEMBL3402758_10,False
1373,21.84,0.57,93.39,1.0,complex,2,cmet,edge_CHEMBL3402743_42_CHEMBL3402760_1,False
1374,22.92,1.2,122.81,1.0,complex,2,cmet,edge_CHEMBL3402743_42_CHEMBL3402762_1,False
1375,-5.54,0.28,0.65,0.73,complex,2,cmet,edge_CHEMBL3402743_42_CHEMBL3402763_90,False
1376,8.14,0.08,0.08,-0.11,complex,2,cmet,edge_CHEMBL3402743_42_CHEMBL3402764_90,False
1377,-3.17,0.14,0.12,-0.14,complex,2,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402745_200_5,False
1378,47.89,0.22,0.23,0.01,complex,2,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402752_30000_12,False
1379,51.39,0.65,1.45,0.89,complex,2,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402756_2.7,False
1380,62.47,0.75,0.71,0.14,complex,2,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402757_6.5,False
1381,39.84,0.19,0.22,0.05,complex,2,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402742_23,False
1382,37.61,0.22,0.2,-0.1,complex,2,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402743_42,False
1383,51.49,0.49,0.46,-0.02,complex,2,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402748_5300_8,False
1384,50.69,0.4,0.38,0.02,complex,2,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402752_30000_12,False
1385,54.85,0.54,0.78,0.59,complex,2,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402756_2.7,False
1386,-47.13,0.22,0.2,-0.03,complex,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402744_300_4,False
1387,12.41,0.13,0.17,0.33,complex,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402749_500_9,False
1388,1.74,0.04,0.06,0.29,complex,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402751_2100_11,False
1389,0.01,0.04,0.08,0.37,complex,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402752_30000_12,False
1390,32.59,0.07,0.05,-0.25,complex,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402755_4200_15,False
1391,-2.66,0.33,2.07,0.96,complex,2,cmet,edge_CHEMBL3402748_5300_8_CHEMBL3402751_2100_11,False
1392,-10.53,0.15,0.14,-0.06,complex,2,cmet,edge_CHEMBL3402749_500_9_CHEMBL3402748_5300_8,False
1393,-18.46,0.13,0.14,0.18,complex,2,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402748_5300_8,False
1394,-5.36,0.07,0.07,0.04,complex,2,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402749_500_9,False
1395,-16.38,0.23,0.49,0.65,complex,2,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402751_2100_11,False
1396,1.57,0.04,0.05,0.19,complex,2,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402751_2100_11,False
1397,-60.98,0.11,0.09,-0.08,complex,2,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402754_40_14,False
1398,-5.75,0.14,0.12,-0.1,complex,2,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402747_3400_7,False
1399,12.79,0.23,0.22,0.11,complex,2,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402750_400_10,False
1400,26.81,0.03,0.06,0.34,complex,2,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402755_4200_15,False
1401,29.94,0.3,0.89,0.84,complex,2,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402761_1_21,False
1402,-92.96,0.06,0.07,0.04,complex,2,cmet,edge_CHEMBL3402755_4200_15_CHEMBL3402754_40_14,False
1403,-9.73,0.15,0.18,0.15,complex,2,cmet,edge_CHEMBL3402757_6.5_CHEMBL3402756_2.7,False
1404,12.08,0.58,480.15,1.0,complex,2,cmet,edge_CHEMBL3402758_10_CHEMBL3402742_23,False
1405,21.8,0.11,0.11,0.04,complex,2,cmet,edge_CHEMBL3402758_10_CHEMBL3402756_2.7,False
1406,31.65,0.21,0.38,0.52,complex,2,cmet,edge_CHEMBL3402758_10_CHEMBL3402760_1,False
1407,8.94,0.13,0.16,0.17,complex,2,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402757_6.5,False
1408,-24.07,0.19,0.17,-0.08,complex,2,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402758_10,False
1409,-25.65,0.79,39.38,1.0,complex,2,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402763_90,False
1410,-98.17,0.32,0.32,0.16,complex,2,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402754_40_14,False
1411,-5.25,0.34,0.43,0.24,complex,2,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402755_4200_15,False
1412,-24.44,0.22,0.25,0.15,complex,2,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402760_1,False
1413,-25.31,0.19,0.33,0.41,complex,2,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402762_1,False
1414,-0.15,0.32,0.36,0.23,complex,2,cmet,edge_CHEMBL3402762_1_CHEMBL3402760_1,False
1415,13.28,0.17,0.17,-0.01,complex,2,cmet,edge_CHEMBL3402763_90_CHEMBL3402764_90,False
1416,-13.3,0.18,0.19,-0.1,complex,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402742_23,False
1417,-15.2,0.19,0.18,0.06,complex,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402743_42,False
1418,-49.18,0.66,0.56,-0.27,complex,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402744_300_4,False
1419,-53.18,0.31,0.28,-0.21,complex,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402745_200_5,False
1420,7.07,0.65,179.82,1.0,complex,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402760_1,False
1421,-7.75,0.22,0.24,0.07,complex,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402764_90,False
1422,16.63,0.91,1685835.16,1.0,complex,3,cmet,edge_CHEMBL3402741_400_CHEMBL3402756_2.7,False
1423,-11.91,0.16,0.22,0.23,complex,3,cmet,edge_CHEMBL3402741_400_CHEMBL3402763_90,False
1424,0.24,0.19,0.31,0.36,complex,3,cmet,edge_CHEMBL3402741_400_CHEMBL3402764_90,False
1425,9.54,0.47,897.24,1.0,complex,3,cmet,edge_CHEMBL3402742_23_CHEMBL3402756_2.7,False
1426,-8.32,0.16,0.19,0.1,complex,3,cmet,edge_CHEMBL3402742_23_CHEMBL3402763_90,False
1427,2.49,0.14,0.2,0.32,complex,3,cmet,edge_CHEMBL3402743_42_CHEMBL3402742_23,False
1428,12.16,0.67,44.91,1.0,complex,3,cmet,edge_CHEMBL3402743_42_CHEMBL3402756_2.7,False
1429,-10.62,0.88,116.89,1.0,complex,3,cmet,edge_CHEMBL3402743_42_CHEMBL3402758_10,False
1430,21.47,1.16,37.85,1.0,complex,3,cmet,edge_CHEMBL3402743_42_CHEMBL3402760_1,False
1431,17.12,0.45,5098.86,1.0,complex,3,cmet,edge_CHEMBL3402743_42_CHEMBL3402762_1,False
1432,-5.65,0.44,0.65,0.52,complex,3,cmet,edge_CHEMBL3402743_42_CHEMBL3402763_90,False
1433,8.7,0.09,0.09,0.02,complex,3,cmet,edge_CHEMBL3402743_42_CHEMBL3402764_90,False
1434,-3.29,0.1,0.11,0.03,complex,3,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402745_200_5,False
1435,47.92,0.22,0.19,-0.08,complex,3,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402752_30000_12,False
1436,51.12,0.64,0.9,0.67,complex,3,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402756_2.7,False
1437,62.04,0.78,0.74,0.29,complex,3,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402757_6.5,False
1438,40.1,0.48,0.38,-0.15,complex,3,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402742_23,False
1439,37.19,0.17,0.16,-0.15,complex,3,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402743_42,False
1440,52.09,0.48,0.42,-0.2,complex,3,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402748_5300_8,False
1441,50.22,0.27,0.32,0.08,complex,3,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402752_30000_12,False
1442,54.72,0.59,0.69,0.42,complex,3,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402756_2.7,False
1443,-47.23,0.16,0.15,-0.0,complex,3,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402744_300_4,False
1444,12.69,0.11,0.22,0.54,complex,3,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402749_500_9,False
1445,1.48,0.05,0.05,0.03,complex,3,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402751_2100_11,False
1446,-0.36,0.05,0.07,0.1,complex,3,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402752_30000_12,False
1447,32.72,0.08,0.09,0.08,complex,3,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402755_4200_15,False
1448,-2.62,0.39,2.71,0.97,complex,3,cmet,edge_CHEMBL3402748_5300_8_CHEMBL3402751_2100_11,False
1449,-9.83,0.19,0.16,-0.11,complex,3,cmet,edge_CHEMBL3402749_500_9_CHEMBL3402748_5300_8,False
1450,-18.31,0.11,0.14,0.27,complex,3,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402748_5300_8,False
1451,-5.16,0.04,0.05,0.19,complex,3,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402749_500_9,False
1452,-16.26,0.34,0.42,0.34,complex,3,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402751_2100_11,False
1453,1.46,0.04,0.04,0.09,complex,3,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402751_2100_11,False
1454,-60.33,0.12,0.1,-0.17,complex,3,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402754_40_14,False
1455,-5.72,0.11,0.11,0.05,complex,3,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402747_3400_7,False
1456,11.58,0.1,0.11,-0.02,complex,3,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402750_400_10,False
1457,26.24,0.05,0.05,-0.03,complex,3,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402755_4200_15,False
1458,30.22,0.29,1.06,0.86,complex,3,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402761_1_21,False
1459,-93.0,0.06,0.06,-0.19,complex,3,cmet,edge_CHEMBL3402755_4200_15_CHEMBL3402754_40_14,False
1460,-10.05,0.14,0.13,-0.12,complex,3,cmet,edge_CHEMBL3402757_6.5_CHEMBL3402756_2.7,False
1461,15.42,0.71,5005.51,1.0,complex,3,cmet,edge_CHEMBL3402758_10_CHEMBL3402742_23,False
1462,21.31,0.12,0.1,-0.21,complex,3,cmet,edge_CHEMBL3402758_10_CHEMBL3402756_2.7,False
1463,32.32,0.17,0.33,0.61,complex,3,cmet,edge_CHEMBL3402758_10_CHEMBL3402760_1,False
1464,7.72,0.18,0.2,0.01,complex,3,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402757_6.5,False
1465,-23.91,0.2,0.19,-0.02,complex,3,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402758_10,False
1466,-23.19,0.29,34.1,1.0,complex,3,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402763_90,False
1467,-98.49,0.2,0.25,0.2,complex,3,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402754_40_14,False
1468,-5.41,0.35,0.52,0.49,complex,3,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402755_4200_15,False
1469,-24.67,0.23,0.21,0.0,complex,3,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402760_1,False
1470,-24.64,0.26,0.38,0.39,complex,3,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402762_1,False
1471,0.22,0.35,0.39,0.09,complex,3,cmet,edge_CHEMBL3402762_1_CHEMBL3402760_1,False
1472,12.88,0.19,0.22,0.04,complex,3,cmet,edge_CHEMBL3402763_90_CHEMBL3402764_90,False
1473,-12.24,0.3,0.32,0.14,complex,3,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402742_23,False
1474,-15.26,0.16,0.17,0.03,complex,3,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402743_42,False
1475,-50.08,0.21,2.06,0.98,complex,3,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402744_300_4,False
1476,-52.76,0.32,0.37,0.07,complex,3,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402745_200_5,False
1477,14.18,0.87,1.47,0.87,complex,3,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402760_1,False
1478,-7.92,0.14,0.2,0.35,complex,3,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402764_90,False
1479,12.71,0.64,1.72,0.94,water,1,cmet,edge_CHEMBL3402741_400_CHEMBL3402756_2.7,False
1480,-12.15,0.13,0.16,0.18,water,1,cmet,edge_CHEMBL3402741_400_CHEMBL3402763_90,False
1481,0.52,0.2,0.24,0.24,water,1,cmet,edge_CHEMBL3402741_400_CHEMBL3402764_90,False
1482,11.92,1.04,2.23,0.95,water,1,cmet,edge_CHEMBL3402742_23_CHEMBL3402756_2.7,False
1483,-9.32,0.16,0.18,0.11,water,1,cmet,edge_CHEMBL3402742_23_CHEMBL3402763_90,False
1484,3.15,0.25,0.24,-0.01,water,1,cmet,edge_CHEMBL3402743_42_CHEMBL3402742_23,False
1485,17.17,0.7,2.92,0.97,water,1,cmet,edge_CHEMBL3402743_42_CHEMBL3402756_2.7,False
1486,-5.89,0.5,2.43,0.97,water,1,cmet,edge_CHEMBL3402743_42_CHEMBL3402758_10,False
1487,26.51,0.59,6.76,1.0,water,1,cmet,edge_CHEMBL3402743_42_CHEMBL3402760_1,False
1488,28.95,0.34,3.96,0.99,water,1,cmet,edge_CHEMBL3402743_42_CHEMBL3402762_1,False
1489,-4.89,0.18,0.16,-0.13,water,1,cmet,edge_CHEMBL3402743_42_CHEMBL3402763_90,False
1490,6.15,0.07,0.08,-0.04,water,1,cmet,edge_CHEMBL3402743_42_CHEMBL3402764_90,False
1491,-2.26,0.06,0.06,-0.0,water,1,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402745_200_5,False
1492,45.98,0.1,0.1,-0.07,water,1,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402752_30000_12,False
1493,56.88,0.21,0.23,0.06,water,1,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402756_2.7,False
1494,66.25,0.19,0.24,0.19,water,1,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402757_6.5,False
1495,42.97,0.16,0.18,-0.08,water,1,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402742_23,False
1496,39.55,0.12,0.14,-0.02,water,1,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402743_42,False
1497,52.14,0.08,0.09,0.01,water,1,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402748_5300_8,False
1498,48.59,0.12,0.1,0.0,water,1,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402752_30000_12,False
1499,59.55,0.2,0.21,0.03,water,1,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402756_2.7,False
1500,-46.37,0.09,0.09,-0.01,water,1,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402744_300_4,False
1501,13.3,0.05,0.05,-0.01,water,1,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402749_500_9,False
1502,2.35,0.05,0.05,-0.01,water,1,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402751_2100_11,False
1503,-0.8,0.06,0.05,-0.09,water,1,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402752_30000_12,False
1504,35.07,0.07,0.06,-0.04,water,1,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402755_4200_15,False
1505,-0.79,0.06,0.06,0.02,water,1,cmet,edge_CHEMBL3402748_5300_8_CHEMBL3402751_2100_11,False
1506,-10.79,0.05,0.05,-0.0,water,1,cmet,edge_CHEMBL3402749_500_9_CHEMBL3402748_5300_8,False
1507,-19.86,0.04,0.05,0.04,water,1,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402748_5300_8,False
1508,-6.48,0.04,0.05,0.02,water,1,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402749_500_9,False
1509,-17.66,0.04,0.04,-0.01,water,1,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402751_2100_11,False
1510,3.09,0.04,0.04,-0.01,water,1,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402751_2100_11,False
1511,-55.63,0.09,0.08,-0.07,water,1,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402754_40_14,False
1512,-9.12,0.12,0.12,-0.04,water,1,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402747_3400_7,False
1513,11.59,0.07,0.07,-0.06,water,1,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402750_400_10,False
1514,25.66,0.04,0.04,0.01,water,1,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402755_4200_15,False
1515,35.3,0.17,0.17,0.03,water,1,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402761_1_21,False
1516,-90.47,0.05,0.05,-0.01,water,1,cmet,edge_CHEMBL3402755_4200_15_CHEMBL3402754_40_14,False
1517,-9.4,0.12,0.12,0.04,water,1,cmet,edge_CHEMBL3402757_6.5_CHEMBL3402756_2.7,False
1518,8.89,0.46,15.54,1.0,water,1,cmet,edge_CHEMBL3402758_10_CHEMBL3402742_23,False
1519,21.32,0.07,0.07,-0.02,water,1,cmet,edge_CHEMBL3402758_10_CHEMBL3402756_2.7,False
1520,32.67,0.09,0.08,-0.01,water,1,cmet,edge_CHEMBL3402758_10_CHEMBL3402760_1,False
1521,8.14,0.13,0.15,0.04,water,1,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402757_6.5,False
1522,-22.33,0.08,0.08,-0.06,water,1,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402758_10,False
1523,-26.32,0.28,0.64,0.79,water,1,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402763_90,False
1524,-100.25,0.16,0.15,0.04,water,1,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402754_40_14,False
1525,-9.36,0.19,0.16,-0.01,water,1,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402755_4200_15,False
1526,-23.47,0.13,0.14,0.0,water,1,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402760_1,False
1527,-23.54,0.17,0.25,0.27,water,1,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402762_1,False
1528,-1.6,0.2,0.24,0.16,water,1,cmet,edge_CHEMBL3402762_1_CHEMBL3402760_1,False
1529,11.38,0.1,0.13,0.09,water,1,cmet,edge_CHEMBL3402763_90_CHEMBL3402764_90,False
1530,-12.14,0.29,0.22,-0.16,water,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402742_23,False
1531,-15.82,0.12,0.15,0.2,water,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402743_42,False
1532,-52.76,0.25,0.22,-0.08,water,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402744_300_4,False
1533,-55.32,0.17,0.16,0.03,water,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402745_200_5,False
