,val,err,aerr,conv,env,repeat,target,edge
1344,29.82,0.37,0.93,0.79,complex,1,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402761_1_21
1345,-93.22,0.09,0.09,-0.03,complex,1,cmet,edge_CHEMBL3402755_4200_15_CHEMBL3402754_40_14
1346,-10.02,0.14,0.17,0.08,complex,1,cmet,edge_CHEMBL3402757_6.5_CHEMBL3402756_2.7
1348,22.22,0.12,0.13,0.09,complex,1,cmet,edge_CHEMBL3402758_10_CHEMBL3402756_2.7
1349,32.01,0.16,0.38,0.68,complex,1,cmet,edge_CHEMBL3402758_10_CHEMBL3402760_1
1350,7.55,0.16,0.25,0.23,complex,1,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402757_6.5
1351,-24.59,0.21,0.2,0.04,complex,1,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402758_10
1353,-99.21,0.36,0.36,-0.01,complex,1,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402754_40_14
1354,-5.1,0.34,0.35,0.0,complex,1,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402755_4200_15
1355,-24.29,0.24,0.26,0.04,complex,1,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402760_1
1356,-26.04,0.25,0.35,0.37,complex,1,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402762_1
1357,-0.1,0.25,0.31,0.27,complex,1,cmet,edge_CHEMBL3402762_1_CHEMBL3402760_1
1358,12.41,0.21,0.15,-0.32,complex,1,cmet,edge_CHEMBL3402763_90_CHEMBL3402764_90
1359,-12.95,0.3,0.3,0.05,complex,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402742_23
1360,-15.21,0.15,0.15,0.06,complex,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402743_42
1361,-48.92,0.99,0.78,-0.53,complex,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402744_300_4
1362,-53.69,0.3,0.28,-0.03,complex,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402745_200_5
1364,-8.59,0.22,0.32,0.28,complex,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402764_90
1366,-10.95,0.12,0.12,-0.02,complex,2,cmet,edge_CHEMBL3402741_400_CHEMBL3402763_90
1367,0.83,0.22,0.37,0.45,complex,2,cmet,edge_CHEMBL3402741_400_CHEMBL3402764_90
1369,-8.66,0.23,0.23,-0.07,complex,2,cmet,edge_CHEMBL3402742_23_CHEMBL3402763_90
1370,2.06,0.19,0.2,0.09,complex,2,cmet,edge_CHEMBL3402743_42_CHEMBL3402742_23
1375,-5.54,0.28,0.65,0.73,complex,2,cmet,edge_CHEMBL3402743_42_CHEMBL3402763_90
1376,8.14,0.08,0.08,-0.11,complex,2,cmet,edge_CHEMBL3402743_42_CHEMBL3402764_90
1377,-3.17,0.14,0.12,-0.14,complex,2,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402745_200_5
1378,47.89,0.22,0.23,0.01,complex,2,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402752_30000_12
1380,62.47,0.75,0.71,0.14,complex,2,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402757_6.5
1381,39.84,0.19,0.22,0.05,complex,2,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402742_23
1382,37.61,0.22,0.2,-0.1,complex,2,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402743_42
1383,51.49,0.49,0.46,-0.02,complex,2,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402748_5300_8
1384,50.69,0.4,0.38,0.02,complex,2,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402752_30000_12
1385,54.85,0.54,0.78,0.59,complex,2,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402756_2.7
1386,-47.13,0.22,0.2,-0.03,complex,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402744_300_4
1387,12.41,0.13,0.17,0.33,complex,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402749_500_9
1388,1.74,0.04,0.06,0.29,complex,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402751_2100_11
1389,0.01,0.04,0.08,0.37,complex,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402752_30000_12
1390,32.59,0.07,0.05,-0.25,complex,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402755_4200_15
1392,-10.53,0.15,0.14,-0.06,complex,2,cmet,edge_CHEMBL3402749_500_9_CHEMBL3402748_5300_8
1393,-18.46,0.13,0.14,0.18,complex,2,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402748_5300_8
1394,-5.36,0.07,0.07,0.04,complex,2,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402749_500_9
1395,-16.38,0.23,0.49,0.65,complex,2,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402751_2100_11
1396,1.57,0.04,0.05,0.19,complex,2,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402751_2100_11
1397,-60.98,0.11,0.09,-0.08,complex,2,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402754_40_14
1398,-5.75,0.14,0.12,-0.1,complex,2,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402747_3400_7
1399,12.79,0.23,0.22,0.11,complex,2,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402750_400_10
1400,26.81,0.03,0.06,0.34,complex,2,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402755_4200_15
1402,-92.96,0.06,0.07,0.04,complex,2,cmet,edge_CHEMBL3402755_4200_15_CHEMBL3402754_40_14
1403,-9.73,0.15,0.18,0.15,complex,2,cmet,edge_CHEMBL3402757_6.5_CHEMBL3402756_2.7
1405,21.8,0.11,0.11,0.04,complex,2,cmet,edge_CHEMBL3402758_10_CHEMBL3402756_2.7
1406,31.65,0.21,0.38,0.52,complex,2,cmet,edge_CHEMBL3402758_10_CHEMBL3402760_1
1407,8.94,0.13,0.16,0.17,complex,2,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402757_6.5
1408,-24.07,0.19,0.17,-0.08,complex,2,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402758_10
1410,-98.17,0.32,0.32,0.16,complex,2,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402754_40_14
1411,-5.25,0.34,0.43,0.24,complex,2,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402755_4200_15
1412,-24.44,0.22,0.25,0.15,complex,2,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402760_1
1413,-25.31,0.19,0.33,0.41,complex,2,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402762_1
1414,-0.15,0.32,0.36,0.23,complex,2,cmet,edge_CHEMBL3402762_1_CHEMBL3402760_1
1415,13.28,0.17,0.17,-0.01,complex,2,cmet,edge_CHEMBL3402763_90_CHEMBL3402764_90
1416,-13.3,0.18,0.19,-0.1,complex,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402742_23
1417,-15.2,0.19,0.18,0.06,complex,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402743_42
1418,-49.18,0.66,0.56,-0.27,complex,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402744_300_4
1419,-53.18,0.31,0.28,-0.21,complex,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402745_200_5
1421,-7.75,0.22,0.24,0.07,complex,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402764_90
1423,-11.91,0.16,0.22,0.23,complex,3,cmet,edge_CHEMBL3402741_400_CHEMBL3402763_90
1424,0.24,0.19,0.31,0.36,complex,3,cmet,edge_CHEMBL3402741_400_CHEMBL3402764_90
1426,-8.32,0.16,0.19,0.1,complex,3,cmet,edge_CHEMBL3402742_23_CHEMBL3402763_90
1427,2.49,0.14,0.2,0.32,complex,3,cmet,edge_CHEMBL3402743_42_CHEMBL3402742_23
1432,-5.65,0.44,0.65,0.52,complex,3,cmet,edge_CHEMBL3402743_42_CHEMBL3402763_90
1433,8.7,0.09,0.09,0.02,complex,3,cmet,edge_CHEMBL3402743_42_CHEMBL3402764_90
1434,-3.29,0.1,0.11,0.03,complex,3,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402745_200_5
1435,47.92,0.22,0.19,-0.08,complex,3,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402752_30000_12
1436,51.12,0.64,0.9,0.67,complex,3,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402756_2.7
1437,62.04,0.78,0.74,0.29,complex,3,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402757_6.5
1438,40.1,0.48,0.38,-0.15,complex,3,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402742_23
1439,37.19,0.17,0.16,-0.15,complex,3,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402743_42
1440,52.09,0.48,0.42,-0.2,complex,3,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402748_5300_8
1441,50.22,0.27,0.32,0.08,complex,3,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402752_30000_12
1442,54.72,0.59,0.69,0.42,complex,3,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402756_2.7
1443,-47.23,0.16,0.15,-0.0,complex,3,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402744_300_4
1444,12.69,0.11,0.22,0.54,complex,3,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402749_500_9
1445,1.48,0.05,0.05,0.03,complex,3,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402751_2100_11
1446,-0.36,0.05,0.07,0.1,complex,3,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402752_30000_12
1447,32.72,0.08,0.09,0.08,complex,3,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402755_4200_15
1449,-9.83,0.19,0.16,-0.11,complex,3,cmet,edge_CHEMBL3402749_500_9_CHEMBL3402748_5300_8
1450,-18.31,0.11,0.14,0.27,complex,3,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402748_5300_8
1451,-5.16,0.04,0.05,0.19,complex,3,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402749_500_9
1452,-16.26,0.34,0.42,0.34,complex,3,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402751_2100_11
1453,1.46,0.04,0.04,0.09,complex,3,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402751_2100_11
1454,-60.33,0.12,0.1,-0.17,complex,3,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402754_40_14
1455,-5.72,0.11,0.11,0.05,complex,3,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402747_3400_7
1456,11.58,0.1,0.11,-0.02,complex,3,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402750_400_10
1457,26.24,0.05,0.05,-0.03,complex,3,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402755_4200_15
1459,-93.0,0.06,0.06,-0.19,complex,3,cmet,edge_CHEMBL3402755_4200_15_CHEMBL3402754_40_14
1460,-10.05,0.14,0.13,-0.12,complex,3,cmet,edge_CHEMBL3402757_6.5_CHEMBL3402756_2.7
1462,21.31,0.12,0.1,-0.21,complex,3,cmet,edge_CHEMBL3402758_10_CHEMBL3402756_2.7
1463,32.32,0.17,0.33,0.61,complex,3,cmet,edge_CHEMBL3402758_10_CHEMBL3402760_1
1464,7.72,0.18,0.2,0.01,complex,3,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402757_6.5
1465,-23.91,0.2,0.19,-0.02,complex,3,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402758_10
1467,-98.49,0.2,0.25,0.2,complex,3,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402754_40_14
1468,-5.41,0.35,0.52,0.49,complex,3,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402755_4200_15
1469,-24.67,0.23,0.21,0.0,complex,3,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402760_1
1470,-24.64,0.26,0.38,0.39,complex,3,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402762_1
1471,0.22,0.35,0.39,0.09,complex,3,cmet,edge_CHEMBL3402762_1_CHEMBL3402760_1
1472,12.88,0.19,0.22,0.04,complex,3,cmet,edge_CHEMBL3402763_90_CHEMBL3402764_90
1473,-12.24,0.3,0.32,0.14,complex,3,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402742_23
1474,-15.26,0.16,0.17,0.03,complex,3,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402743_42
1476,-52.76,0.32,0.37,0.07,complex,3,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402745_200_5
1478,-7.92,0.14,0.2,0.35,complex,3,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402764_90
1480,-12.15,0.13,0.16,0.18,water,1,cmet,edge_CHEMBL3402741_400_CHEMBL3402763_90
1481,0.52,0.2,0.24,0.24,water,1,cmet,edge_CHEMBL3402741_400_CHEMBL3402764_90
1483,-9.32,0.16,0.18,0.11,water,1,cmet,edge_CHEMBL3402742_23_CHEMBL3402763_90
1484,3.15,0.25,0.24,-0.01,water,1,cmet,edge_CHEMBL3402743_42_CHEMBL3402742_23
1489,-4.89,0.18,0.16,-0.13,water,1,cmet,edge_CHEMBL3402743_42_CHEMBL3402763_90
1490,6.15,0.07,0.08,-0.04,water,1,cmet,edge_CHEMBL3402743_42_CHEMBL3402764_90
1491,-2.26,0.06,0.06,-0.0,water,1,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402745_200_5
1492,45.98,0.1,0.1,-0.07,water,1,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402752_30000_12
1493,56.88,0.21,0.23,0.06,water,1,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402756_2.7
1494,66.25,0.19,0.24,0.19,water,1,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402757_6.5
1495,42.97,0.16,0.18,-0.08,water,1,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402742_23
1496,39.55,0.12,0.14,-0.02,water,1,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402743_42
1497,52.14,0.08,0.09,0.01,water,1,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402748_5300_8
1498,48.59,0.12,0.1,0.0,water,1,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402752_30000_12
1499,59.55,0.2,0.21,0.03,water,1,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402756_2.7
1500,-46.37,0.09,0.09,-0.01,water,1,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402744_300_4
1501,13.3,0.05,0.05,-0.01,water,1,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402749_500_9
1502,2.35,0.05,0.05,-0.01,water,1,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402751_2100_11
1503,-0.8,0.06,0.05,-0.09,water,1,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402752_30000_12
1504,35.07,0.07,0.06,-0.04,water,1,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402755_4200_15
1505,-0.79,0.06,0.06,0.02,water,1,cmet,edge_CHEMBL3402748_5300_8_CHEMBL3402751_2100_11
1506,-10.79,0.05,0.05,-0.0,water,1,cmet,edge_CHEMBL3402749_500_9_CHEMBL3402748_5300_8
1507,-19.86,0.04,0.05,0.04,water,1,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402748_5300_8
1508,-6.48,0.04,0.05,0.02,water,1,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402749_500_9
1509,-17.66,0.04,0.04,-0.01,water,1,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402751_2100_11
1510,3.09,0.04,0.04,-0.01,water,1,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402751_2100_11
1511,-55.63,0.09,0.08,-0.07,water,1,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402754_40_14
1512,-9.12,0.12,0.12,-0.04,water,1,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402747_3400_7
1513,11.59,0.07,0.07,-0.06,water,1,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402750_400_10
1514,25.66,0.04,0.04,0.01,water,1,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402755_4200_15
1515,35.3,0.17,0.17,0.03,water,1,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402761_1_21
1516,-90.47,0.05,0.05,-0.01,water,1,cmet,edge_CHEMBL3402755_4200_15_CHEMBL3402754_40_14
1517,-9.4,0.12,0.12,0.04,water,1,cmet,edge_CHEMBL3402757_6.5_CHEMBL3402756_2.7
1519,21.32,0.07,0.07,-0.02,water,1,cmet,edge_CHEMBL3402758_10_CHEMBL3402756_2.7
1520,32.67,0.09,0.08,-0.01,water,1,cmet,edge_CHEMBL3402758_10_CHEMBL3402760_1
1521,8.14,0.13,0.15,0.04,water,1,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402757_6.5
1522,-22.33,0.08,0.08,-0.06,water,1,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402758_10
1523,-26.32,0.28,0.64,0.79,water,1,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402763_90
1524,-100.25,0.16,0.15,0.04,water,1,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402754_40_14
1525,-9.36,0.19,0.16,-0.01,water,1,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402755_4200_15
1526,-23.47,0.13,0.14,0.0,water,1,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402760_1
1527,-23.54,0.17,0.25,0.27,water,1,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402762_1
1528,-1.6,0.2,0.24,0.16,water,1,cmet,edge_CHEMBL3402762_1_CHEMBL3402760_1
1529,11.38,0.1,0.13,0.09,water,1,cmet,edge_CHEMBL3402763_90_CHEMBL3402764_90
1530,-12.14,0.29,0.22,-0.16,water,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402742_23
1531,-15.82,0.12,0.15,0.2,water,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402743_42
1532,-52.76,0.25,0.22,-0.08,water,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402744_300_4
1533,-55.32,0.17,0.16,0.03,water,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402745_200_5
1534,15.25,0.35,0.71,0.79,water,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402760_1
1535,-9.51,0.15,0.18,0.18,water,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402764_90
1536,11.92,0.53,0.91,0.72,water,2,cmet,edge_CHEMBL3402741_400_CHEMBL3402756_2.7
1537,-12.28,0.13,0.16,0.13,water,2,cmet,edge_CHEMBL3402741_400_CHEMBL3402763_90
1538,-0.26,0.23,0.22,-0.14,water,2,cmet,edge_CHEMBL3402741_400_CHEMBL3402764_90
1540,-9.41,0.18,0.18,0.05,water,2,cmet,edge_CHEMBL3402742_23_CHEMBL3402763_90
1541,3.26,0.23,0.18,-0.14,water,2,cmet,edge_CHEMBL3402743_42_CHEMBL3402742_23
1546,-5.98,0.27,0.26,-0.05,water,2,cmet,edge_CHEMBL3402743_42_CHEMBL3402763_90
1547,6.12,0.08,0.08,-0.01,water,2,cmet,edge_CHEMBL3402743_42_CHEMBL3402764_90
1548,-2.38,0.07,0.07,0.02,water,2,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402745_200_5
1549,46.03,0.1,0.1,0.09,water,2,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402752_30000_12
1550,56.58,0.16,0.21,0.22,water,2,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402756_2.7
1551,66.16,0.28,0.28,-0.11,water,2,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402757_6.5
1552,42.71,0.11,0.15,0.18,water,2,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402742_23
1553,39.3,0.11,0.13,0.15,water,2,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402743_42
1554,51.89,0.09,0.1,0.06,water,2,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402748_5300_8
1555,48.22,0.1,0.1,-0.01,water,2,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402752_30000_12
1556,58.85,0.21,0.24,0.04,water,2,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402756_2.7
1557,-46.05,0.1,0.1,0.02,water,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402744_300_4
1558,13.36,0.05,0.05,0.04,water,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402749_500_9
1559,2.45,0.06,0.05,-0.05,water,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402751_2100_11
1560,-0.92,0.05,0.05,-0.0,water,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402752_30000_12
1561,35.22,0.06,0.06,0.04,water,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402755_4200_15
1562,-0.82,0.06,0.05,-0.1,water,2,cmet,edge_CHEMBL3402748_5300_8_CHEMBL3402751_2100_11
1563,-10.89,0.05,0.05,0.01,water,2,cmet,edge_CHEMBL3402749_500_9_CHEMBL3402748_5300_8
1564,-19.85,0.06,0.05,-0.04,water,2,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402748_5300_8
1565,-6.61,0.05,0.05,-0.05,water,2,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402749_500_9
1566,-17.71,0.03,0.04,0.0,water,2,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402751_2100_11
1567,3.05,0.04,0.04,-0.02,water,2,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402751_2100_11
1568,-55.69,0.09,0.08,-0.07,water,2,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402754_40_14
1569,-9.33,0.14,0.12,-0.13,water,2,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402747_3400_7
1570,11.49,0.06,0.07,-0.0,water,2,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402750_400_10
1571,25.7,0.05,0.05,0.0,water,2,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402755_4200_15
1572,35.25,0.22,0.18,-0.16,water,2,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402761_1_21
1573,-90.57,0.05,0.05,0.01,water,2,cmet,edge_CHEMBL3402755_4200_15_CHEMBL3402754_40_14
1574,-9.09,0.12,0.12,0.0,water,2,cmet,edge_CHEMBL3402757_6.5_CHEMBL3402756_2.7
1576,21.39,0.07,0.07,-0.03,water,2,cmet,edge_CHEMBL3402758_10_CHEMBL3402756_2.7
1577,32.66,0.08,0.09,0.07,water,2,cmet,edge_CHEMBL3402758_10_CHEMBL3402760_1
1578,8.3,0.15,0.13,-0.03,water,2,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402757_6.5
1579,-22.43,0.08,0.08,0.01,water,2,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402758_10
1581,-100.04,0.17,0.17,-0.02,water,2,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402754_40_14
1582,-9.77,0.16,0.16,-0.08,water,2,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402755_4200_15
1583,-23.75,0.16,0.16,0.05,water,2,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402760_1
1584,-24.2,0.13,0.2,0.29,water,2,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402762_1
1585,-0.66,0.19,0.26,0.3,water,2,cmet,edge_CHEMBL3402762_1_CHEMBL3402760_1
1586,11.36,0.14,0.15,0.1,water,2,cmet,edge_CHEMBL3402763_90_CHEMBL3402764_90
1587,-12.18,0.22,0.21,0.03,water,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402742_23
1588,-15.8,0.15,0.16,-0.02,water,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402743_42
1589,-52.82,0.23,0.22,0.02,water,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402744_300_4
1590,-54.89,0.13,0.18,0.28,water,2,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402745_200_5
