,target,edge,ligandA,ligandB,unit,DDG_Exp.,dDDG_Exp.,DDG_OpenFF-1.0,dDDG_OpenFF-1.0,DDG_OpenFF-1.0_converged,dDDG_OpenFF-1.0_converged,DDG_OpenFF-1.2,dDDG_OpenFF-1.2,DDG_OpenFF-1.2_converged,dDDG_OpenFF-1.2_converged,DDG_OpenFF-2.0,dDDG_OpenFF-2.0,DDG_OpenFF-2.0_converged,dDDG_OpenFF-2.0_converged,DDG_OPLS3e,dDDG_OPLS3e,DDG_GAFF2,dDDG_GAFF2,DDG_cGenFF,dDDG_cGenFF,DDG_Consensus_OpenFF_GAFF2_cGenFF,dDDG_Consensus_OpenFF_GAFF2_cGenFF,DDG_Consensus_OpenFF_GAFF2,dDDG_Consensus_OpenFF_GAFF2,DDG_Consensus_all,dDDG_Consensus_all,error_OpenFF-1.0,abserror_OpenFF-1.0,error_OpenFF-1.0_converged,abserror_OpenFF-1.0_converged,error_OpenFF-1.2,abserror_OpenFF-1.2,error_OpenFF-1.2_converged,abserror_OpenFF-1.2_converged,error_OpenFF-2.0,abserror_OpenFF-2.0,error_OpenFF-2.0_converged,abserror_OpenFF-2.0_converged,error_OPLS3e,abserror_OPLS3e,error_GAFF2,abserror_GAFF2,error_cGenFF,abserror_cGenFF,error_Consensus_OpenFF_GAFF2_cGenFF,abserror_Consensus_OpenFF_GAFF2_cGenFF,error_Consensus_OpenFF_GAFF2,abserror_Consensus_OpenFF_GAFF2,error_Consensus_all,abserror_Consensus_all
jnk1_edge_18626-1_18659-1,jnk1,edge_18626-1_18659-1,18626-1,18659-1,kilocalories / mole,-0.6,0.16,-1.043333333333333,0.30104618094910157,-1.043333333333333,0.30205227221665376,,,,,-3.5733333333333337,0.5623023962225259,-3.5733333333333337,0.5646057051231083,-0.9990439770554492,0.24378585086042065,-2.5310707456978965,0.7385277246653918,-2.590822179732313,0.9416826003824091,-3.2613511790949654,0.9403434136083115,-2.8138718929254294,1.3974505755540243,-2.423567558954748,0.33613658364567284,-0.443333333333333,0.443333333333333,-0.443333333333333,0.443333333333333,,,,,-2.9733333333333336,2.9733333333333336,-2.9733333333333336,2.9733333333333336,-0.39904397705544925,0.39904397705544925,-1.9310707456978964,1.9310707456978964,-1.9908221797323131,1.9908221797323131,-2.6613511790949653,2.6613511790949653,-2.2138718929254293,2.2138718929254293,-1.823567558954748,1.823567558954748
jnk1_edge_18626-1_18660-1,jnk1,edge_18626-1_18660-1,18626-1,18660-1,kilocalories / mole,0.17,0.16,-1.5300000000000011,0.6133532965403624,-1.5300000000000011,0.6042357646825347,,,,,-1.3866666666666656,0.20660591528907982,-1.3866666666666656,0.2093409593812164,-0.1744741873804971,0.20554493307839386,-3.052103250478011,0.5760038240917782,2.112810707456979,0.7241873804971318,-0.39184193753982477,1.5305345449428922,-1.8736137667303865,0.5495035507190692,-0.6251083492670488,0.24253382382493188,-1.700000000000001,1.700000000000001,-1.700000000000001,1.700000000000001,,,,,-1.5566666666666655,1.5566666666666655,-1.5566666666666655,1.5566666666666655,-0.3444741873804971,0.3444741873804971,-3.222103250478011,3.222103250478011,1.942810707456979,1.942810707456979,-0.5618419375398248,0.5618419375398248,-2.0436137667303864,2.0436137667303864,-0.7951083492670489,0.7951083492670489
jnk1_edge_18627-1_18630-1,jnk1,edge_18627-1_18630-1,18627-1,18630-1,kilocalories / mole,-0.67,0.17,0.3466666666666667,0.06074184713369432,0.3466666666666667,0.059875816466280665,,,,,0.19666666666666663,0.0644567501633374,0.19666666666666663,0.06482211413537155,0.27724665391969405,0.026290630975143402,0.270076481835564,0.08604206500956021,-0.3704588910133843,0.0884321223709369,0.03792224346717643,0.22179543603240962,0.25645315487571685,0.04533921751754102,0.0933827278521351,0.035416580806900855,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,,,,,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.9472466539196941,0.9472466539196941,0.940076481835564,0.940076481835564,0.29954110898661573,0.29954110898661573,0.7079222434671765,0.7079222434671765,0.9264531548757169,0.9264531548757169,0.7633827278521351,0.7633827278521351
jnk1_edge_18628-1_18624-1,jnk1,edge_18628-1_18624-1,18628-1,18624-1,kilocalories / mole,0.21,0.23,0.3366666666666666,0.08049003523405218,0.3366666666666666,0.08011325622226632,,,,,0.7133333333333334,0.14291420530654136,0.7133333333333334,0.14539987177628508,-0.07648183556405354,0.031070745697896748,0.2820267686424474,0.07648183556405354,0.3704588910133843,0.04541108986615679,0.5087125557680051,0.1433712635009521,0.5826195028680689,0.2053330478843085,0.3223342893562779,0.042794201980746405,0.12666666666666662,0.12666666666666662,0.12666666666666662,0.12666666666666662,,,,,0.5033333333333334,0.5033333333333334,0.5033333333333334,0.5033333333333334,-0.28648183556405354,0.28648183556405354,0.07202676864244742,0.07202676864244742,0.1604588910133843,0.1604588910133843,0.29871255576800515,0.29871255576800515,0.3726195028680689,0.3726195028680689,0.1123342893562779,0.1123342893562779
jnk1_edge_18629-1_18627-1,jnk1,edge_18629-1_18627-1,18629-1,18627-1,kilocalories / mole,0.19,0.19,-0.47666666666666674,0.10594197138030224,-0.47666666666666674,0.10364999575947373,,,,,-0.276666666666667,0.11456961716081035,-0.276666666666667,0.11879628049431787,-0.19598470363288717,0.03824091778202677,0.028680688336520075,0.09082217973231357,0.1410133843212237,0.05975143403441682,-0.07764818355640528,0.1942990935601096,-0.18817399617590835,0.27844844302267535,-0.07573932441045259,0.04062593627358353,-0.6666666666666667,0.6666666666666667,-0.6666666666666667,0.6666666666666667,,,,,-0.466666666666667,0.466666666666667,-0.466666666666667,0.466666666666667,-0.38598470363288717,0.38598470363288717,-0.16131931166347993,0.16131931166347993,-0.048986615678776296,0.048986615678776296,-0.2676481835564053,0.2676481835564053,-0.37817399617590836,0.37817399617590836,-0.26573932441045256,0.26573932441045256
jnk1_edge_18631-1_18624-1,jnk1,edge_18631-1_18624-1,18631-1,18624-1,kilocalories / mole,0.93,0.27,1.1333333333333333,0.11706979672752095,1.1333333333333333,0.11827432749121772,,,,,2.54,0.11980160073954965,2.54,0.12332103611378328,1.7566921606118544,0.08604206500956021,2.4402485659655833,1.25717017208413,1.7566921606118544,0.3202676864244742,2.839783301465902,0.4820029321129346,3.209244741873805,0.5196152136434955,2.123408221797323,0.3264203475808258,0.20333333333333325,0.20333333333333325,0.20333333333333325,0.20333333333333325,,,,,1.6099999999999999,1.6099999999999999,1.6099999999999999,1.6099999999999999,0.8266921606118544,0.8266921606118544,1.510248565965583,1.510248565965583,0.8266921606118544,0.8266921606118544,1.909783301465902,1.909783301465902,2.279244741873805,2.279244741873805,1.193408221797323,1.193408221797323
jnk1_edge_18631-1_18652-1,jnk1,edge_18631-1_18652-1,18631-1,18652-1,kilocalories / mole,-1.28,0.25,-1.0400000000000063,0.4220646842445344,-1.0400000000000063,0.4236549996213481,,,,,-1.4333333333333325,0.40112224798769536,-1.4333333333333325,0.4111932678410716,-1.3025812619502868,0.12906309751434034,-2.652963671128107,1.0468451242829826,-0.5568833652007648,1.2595602294455066,-1.081695347354999,1.6493211770966145,-2.4674282982791524,1.5405770989019723,-1.4864404079031228,0.4227834128432791,0.23999999999999377,0.23999999999999377,0.23999999999999377,0.23999999999999377,,,,,-0.15333333333333243,0.15333333333333243,-0.15333333333333243,0.15333333333333243,-0.022581261950286757,0.022581261950286757,-1.372963671128107,1.372963671128107,0.7231166347992353,0.7231166347992353,0.19830465264500097,0.19830465264500097,-1.1874282982791524,1.1874282982791524,-0.2064404079031228,0.2064404079031228
jnk1_edge_18631-1_18660-1,jnk1,edge_18631-1_18660-1,18631-1,18660-1,kilocalories / mole,0.72,0.24,0.9900000000000043,0.18216048986898403,,,,,,,-0.5200000000000055,0.21988311749618056,-0.5200000000000055,0.2121836910783035,-0.36567877629063095,0.270076481835564,-0.877151051625239,0.8891013384321224,3.0664435946462714,0.4039196940726577,1.290892288081573,1.2776289664881615,0.08404397705543687,0.6568061237238446,0.325903441682599,0.2591985484939653,0.27000000000000435,0.27000000000000435,,,,,,,-1.2400000000000055,1.2400000000000055,-1.2400000000000055,1.2400000000000055,-1.085678776290631,1.085678776290631,-1.597151051625239,1.597151051625239,2.3464435946462716,2.3464435946462716,0.570892288081573,0.570892288081573,-0.6359560229445631,0.6359560229445631,-0.394096558317401,0.394096558317401
jnk1_edge_18632-1_18624-1,jnk1,edge_18632-1_18624-1,18632-1,18624-1,kilocalories / mole,0.6,0.31,0.3799999999999999,0.05992157934856635,0.3799999999999999,0.05949503258397138,,,,,1.066666666666667,0.06456285403992297,1.066666666666667,0.06478700556134237,0.8938814531548758,0.03824091778202677,0.8030592734225621,0.18881453154875716,0.25334608030592737,0.09082217973231357,0.5173677501593371,0.26772328175457016,0.7258604206500956,0.27698837973423146,0.7542383683875081,0.055638523957044266,-0.22000000000000008,0.22000000000000008,-0.22000000000000008,0.22000000000000008,,,,,0.4666666666666671,0.4666666666666671,0.4666666666666671,0.4666666666666671,0.2938814531548758,0.2938814531548758,0.20305927342256214,0.20305927342256214,-0.3466539196940726,0.3466539196940726,-0.08263224984066286,0.08263224984066286,0.12586042065009562,0.12586042065009562,0.15423836838750815,0.15423836838750815
jnk1_edge_18633-1_18624-1,jnk1,edge_18633-1_18624-1,18633-1,18624-1,kilocalories / mole,0.69,0.25,0.7300000000000001,0.04668342682772703,0.7300000000000001,0.04550416287237871,,,,,0.9433333333333334,0.06635337260020034,0.9433333333333334,0.06369140389176844,0.7265774378585086,0.033460803059273424,0.7791586998087953,0.0884321223709369,0.05497131931166348,0.27724665391969405,0.5823836838750792,0.2957141424317257,0.8747705544933078,0.06099206917947868,0.6260101975780752,0.07508675930776987,0.04000000000000015,0.04000000000000015,0.04000000000000015,0.04000000000000015,,,,,0.2533333333333334,0.2533333333333334,0.2533333333333334,0.2533333333333334,0.036577437858508643,0.036577437858508643,0.08915869980879532,0.08915869980879532,-0.6350286806883365,0.6350286806883365,-0.10761631612492073,0.10761631612492073,0.18477055449330781,0.18477055449330781,-0.06398980242192476,0.06398980242192476
jnk1_edge_18634-1_18637-1,jnk1,edge_18634-1_18637-1,18634-1,18637-1,kilocalories / mole,-0.14,0.27,-0.5100000000000003,0.10788029419314642,-0.5100000000000003,0.10717455766018778,,,,,-0.7866666666666665,0.2650960158157828,-0.7866666666666665,0.2679252877100421,-0.48279158699808794,0.06692160611854685,-0.5688336520076481,0.4565009560229445,-0.16969407265774378,0.795889101338432,-0.4977820267686397,0.43855483244455945,-0.4921319311663481,0.7425840979892702,-0.5019964945825366,0.23934637341179402,-0.37000000000000033,0.37000000000000033,-0.37000000000000033,0.37000000000000033,,,,,-0.6466666666666665,0.6466666666666665,-0.6466666666666665,0.6466666666666665,-0.3427915869980879,0.3427915869980879,-0.4288336520076481,0.4288336520076481,-0.029694072657743764,0.029694072657743764,-0.3577820267686397,0.3577820267686397,-0.3521319311663481,0.3521319311663481,-0.3619964945825366,0.3619964945825366
jnk1_edge_18635-1_18624-1,jnk1,edge_18635-1_18624-1,18635-1,18624-1,kilocalories / mole,-1.22,0.17,0.8866666666666666,0.1289346130413921,0.8866666666666666,0.12645288556486767,,,,,0.5233333333333333,0.15260669976778007,0.5233333333333333,0.15334632550646754,-0.1338432122370937,0.09799235181644358,0.3107074569789675,0.16491395793499042,0.06453154875717017,0.17925430210325047,0.07689611217335883,0.19633819600722477,0.26113766730401533,0.0911680211579825,0.19118228170809431,0.07591937506857119,2.1066666666666665,2.1066666666666665,2.1066666666666665,2.1066666666666665,,,,,1.7433333333333332,1.7433333333333332,1.7433333333333332,1.7433333333333332,1.0861567877629064,1.0861567877629064,1.5307074569789676,1.5307074569789676,1.2845315487571702,1.2845315487571702,1.2968961121733589,1.2968961121733589,1.4811376673040153,1.4811376673040153,1.4111822817080943,1.4111822817080943
jnk1_edge_18635-1_18625-1,jnk1,edge_18635-1_18625-1,18635-1,18625-1,kilocalories / mole,-0.83,0.18,0.57,0.05386129184732053,0.57,0.05214230465511226,,,,,0.4799999999999999,0.1089763722456715,0.4799999999999999,0.10687141166301736,0.1601338432122371,0.11233269598470362,0.29875717017208414,0.10755258126195029,0.10277246653919693,0.18403441682600383,0.29476736775015927,0.10090004752310933,0.2437762906309755,0.13972974494391616,0.2604158699808795,0.06611103756541657,1.4,1.4,1.4,1.4,,,,,1.3099999999999998,1.3099999999999998,1.3099999999999998,1.3099999999999998,0.9901338432122371,0.9901338432122371,1.1287571701720842,1.1287571701720842,0.9327724665391969,0.9327724665391969,1.1247673677501593,1.1247673677501593,1.0737762906309753,1.0737762906309753,1.0904158699808795,1.0904158699808795
jnk1_edge_18636-1_18624-1,jnk1,edge_18636-1_18624-1,18636-1,18624-1,kilocalories / mole,-0.99,0.35,1.4766666666666666,0.2001449222681443,1.4766666666666666,0.20017035998345112,,,,,-0.45333333333333314,0.3567077291044769,-0.45333333333333314,0.3531570123938086,-0.4469407265774379,0.10038240917782026,0.009560229445506692,0.10277246653919693,-1.5391969407265775,0.1505736137667304,-0.6895857233906941,0.5260513640026973,-0.20024856596558344,0.3197455794308642,-0.6074776927979605,0.10324474112410613,2.466666666666667,2.466666666666667,2.466666666666667,2.466666666666667,,,,,0.5366666666666668,0.5366666666666668,0.5366666666666668,0.5366666666666668,0.5430592734225621,0.5430592734225621,0.9995602294455067,0.9995602294455067,-0.5491969407265775,0.5491969407265775,0.30041427660930586,0.30041427660930586,0.7897514340344165,0.7897514340344165,0.3825223072020395,0.3825223072020395
jnk1_edge_18636-1_18625-1,jnk1,edge_18636-1_18625-1,18636-1,18625-1,kilocalories / mole,-0.6,0.36,0.24666666666666662,0.3872971794479641,0.24666666666666662,0.3884050106708958,,,,,-0.35000000000000026,0.09715464335860856,-0.35000000000000026,0.09737602867658798,-0.08604206500956021,0.04541108986615679,0.26290630975143403,0.15535372848948376,-1.5846080305927341,0.2390057361376673,-0.6821223709369022,0.4585912690153058,-0.2476099426386238,0.25638612042568343,-0.4394359464627151,0.07614119888046117,0.8466666666666666,0.8466666666666666,0.8466666666666666,0.8466666666666666,,,,,0.24999999999999972,0.24999999999999972,0.24999999999999972,0.24999999999999972,0.5139579349904397,0.5139579349904397,0.862906309751434,0.862906309751434,-0.9846080305927342,0.9846080305927342,-0.08212237093690222,0.08212237093690222,0.3523900573613762,0.3523900573613762,0.16056405353728487,0.16056405353728487
jnk1_edge_18637-1_18631-1,jnk1,edge_18637-1_18631-1,18637-1,18631-1,kilocalories / mole,0.73,0.35,1.6233333333333373,0.11899840060051735,1.6233333333333373,0.11788214065774744,,,,,1.6266666666666652,0.6033129446639772,1.6266666666666652,0.6122861577382133,1.6563097514340344,0.062141491395793495,0.920172084130019,0.6477055449330783,-1.5869980879541108,0.1505736137667304,0.36012746972593607,1.0044030953874414,1.3384703632887138,0.36979275470455786,0.654037603569152,0.2250059666225322,0.8933333333333373,0.8933333333333373,0.8933333333333373,0.8933333333333373,,,,,0.8966666666666652,0.8966666666666652,0.8966666666666652,0.8966666666666652,0.9263097514340344,0.9263097514340344,0.19017208413001907,0.19017208413001907,-2.3169980879541106,2.3169980879541106,-0.3698725302740639,0.3698725302740639,0.6084703632887138,0.6084703632887138,-0.07596239643084801,0.07596239643084801
jnk1_edge_18638-1_18634-1,jnk1,edge_18638-1_18634-1,18638-1,18634-1,kilocalories / mole,0.1,0.09,-0.6033333333333388,0.26601556118869324,-0.6033333333333388,0.26419688956121096,,,,,0.16666666666666194,0.2371531021999922,0.16666666666666194,0.23420312636330748,0.04780114722753346,0.08126195028680688,0.8102294455066922,0.1744741873804971,-0.39913957934990435,0.14340344168260036,0.12365838113447876,0.35732744317148374,0.2822848948374741,0.5385449481712498,0.1563894200127458,0.0843544929138318,-0.7033333333333388,0.7033333333333388,-0.7033333333333388,0.7033333333333388,,,,,0.06666666666666193,0.06666666666666193,0.06666666666666193,0.06666666666666193,-0.052198852772466546,0.052198852772466546,0.7102294455066922,0.7102294455066922,-0.4991395793499044,0.4991395793499044,0.023658381134478754,0.023658381134478754,0.1822848948374741,0.1822848948374741,0.0563894200127458,0.0563894200127458
jnk1_edge_18638-1_18658-1,jnk1,edge_18638-1_18658-1,18638-1,18658-1,kilocalories / mole,0.4,0.12,0.4266666666666623,0.10794186492841702,0.4266666666666623,0.11067533201646049,,,,,0.11999999999999507,0.280203068802143,0.11999999999999507,0.28067246622313746,0.8341300191204589,0.20076481835564053,-0.06692160611854685,0.3489483747609942,-0.13862332695984703,0.13623326959847035,-0.1008540471637988,0.38859803204590515,0.008852772466539705,0.5992716306107991,0.18714627151051505,0.1272656532733156,0.026666666666662286,0.026666666666662286,0.026666666666662286,0.026666666666662286,,,,,-0.28000000000000497,0.28000000000000497,-0.28000000000000497,0.28000000000000497,0.4341300191204589,0.4341300191204589,-0.4669216061185469,0.4669216061185469,-0.538623326959847,0.538623326959847,-0.5008540471637988,0.5008540471637988,-0.3911472275334603,0.3911472275334603,-0.21285372848948497,0.21285372848948497
