FF_REF,FF,set,statistic,mle,observed,stderr,mean,low,high
Exp.,Exp.,ros1,RMSE,0.1380366043310818,0.0,0.032482168142182376,0.14358666779294255,0.0844964354066374,0.2136887541695106
Exp.,Exp.,ros1,MUE,0.07713105135871468,0.0,0.015942219397710587,0.07684907032425901,0.04784586499833962,0.11224646458470394
Exp.,Exp.,eg5,N,65.0,,,,,
Exp.,Exp.,eg5,RMSE,0.2212814728446608,0.0,0.0189797570842042,0.22103581665157732,0.1863484507986677,0.2578192818665313
Exp.,Exp.,eg5,MUE,0.17825477507143367,0.0,0.016115885752602196,0.17680914339689552,0.14599582326998903,0.2097821248303903
Exp.,Exp.,cdk8,N,54.0,,,,,
Exp.,Exp.,cdk8,RMSE,0.22196719064775194,0.0,0.021201544994263976,0.2207293012919386,0.18023936758524922,0.26297735604105105
Exp.,Exp.,cdk8,MUE,0.17610465657161434,0.0,0.01787572901936719,0.17735380032255113,0.14296854297003622,0.21251712785745425
Exp.,Exp.,hif2a,N,92.0,,,,,
Exp.,Exp.,hif2a,RMSE,0.21518379463026469,0.0,0.015889456248369963,0.22211956765179294,0.19050159780946402,0.252928237643064
Exp.,Exp.,hif2a,MUE,0.17994724565935277,0.0,0.014471318736323586,0.17671373196379944,0.1489714252700049,0.2047743122471177
Exp.,Exp.,pfkfb3,N,66.0,,,,,
Exp.,Exp.,pfkfb3,RMSE,0.21961254778833997,0.0,0.019405055588734472,0.22118514408168755,0.18610049908829066,0.2641096580912349
Exp.,Exp.,pfkfb3,MUE,0.17078379864435203,0.0,0.01617273042437499,0.17701252489394448,0.14651817682097396,0.2093173013253747
Exp.,Exp.,pde10,N,59.0,,,,,
Exp.,Exp.,pde10,RMSE,0.2206672306406281,0.0,0.019996447503151223,0.22111809806123572,0.18410186584992394,0.2612011843040382
Exp.,Exp.,pde10,MUE,0.17801460733573463,0.0,0.018095410930093817,0.1769320298593558,0.1437284815509685,0.2141206631838732
Exp.,Exp.,shp2,N,56.0,,,,,
Exp.,Exp.,shp2,RMSE,0.22834890374791567,0.0,0.021065054167522166,0.22138730112083024,0.18111444576048832,0.2628755259000375
Exp.,Exp.,shp2,MUE,0.1646523869270345,0.0,0.017730264050063876,0.17693152824144548,0.14375736961984975,0.2111379994495868
Exp.,Exp.,syk,N,101.0,,,,,
Exp.,Exp.,syk,RMSE,0.2227621780205219,0.0,0.015337016101236244,0.2206210912164496,0.19058182810824723,0.25138606353063775
Exp.,Exp.,syk,MUE,0.17015856666818313,0.0,0.013442561973106585,0.17573170781796707,0.15082848543897387,0.20407747070603668
Exp.,Exp.,tnks2,N,60.0,,,,,
Exp.,Exp.,tnks2,RMSE,0.21593725209630843,0.0,0.020345969681560785,0.22100740556681556,0.1834616348119681,0.2614892694912216
Exp.,Exp.,tnks2,MUE,0.17856497739502725,0.0,0.017558178120226524,0.1767542103145736,0.142588089677773,0.2127144291561909
Exp.,OpenFF-1.0,all,N,1128.0,,,,,
Exp.,OpenFF-1.0,all,RMSE,1.8968306633971013,1.721754630338539,0.10514930460708702,1.9379790134760435,1.7678457774763323,2.186925744057696
Exp.,OpenFF-1.0,all,MUE,1.3397905462116193,1.2591962174940898,0.04099754533097247,1.3540394856006672,1.273903330796781,1.4327817115832346
Exp.,OpenFF-1.0,jnk1,N,31.0,,,,,
Exp.,OpenFF-1.0,jnk1,RMSE,0.9493122706283419,0.9601368256734754,0.1347133806755621,0.966165623351081,0.7012589718980125,1.2293708300036672
Exp.,OpenFF-1.0,jnk1,MUE,0.7550430254282353,0.7506451612903229,0.10873902052880749,0.7563931753917635,0.5590389068676357,0.9709977612278021
Exp.,OpenFF-1.0,pde2,N,34.0,,,,,
Exp.,OpenFF-1.0,pde2,RMSE,1.414749036824698,1.3610496718159577,0.2773657273020164,1.4789169128240356,0.9515520079400441,2.0265998977879494
Exp.,OpenFF-1.0,pde2,MUE,0.9829121284377318,0.9272549019607841,0.1941012957257936,1.0209729429599248,0.6810699067537522,1.422864143427857
Exp.,OpenFF-1.0,thrombin,N,16.0,,,,,
Exp.,OpenFF-1.0,thrombin,RMSE,1.3478600669048806,1.3201367774253967,0.17074442284075048,1.314967227384062,0.9552956193856417,1.6305846023302057
Exp.,OpenFF-1.0,thrombin,MUE,1.048373358835181,1.0862500000000002,0.17984628934787278,1.0829676290326817,0.7480123984441356,1.4402242498883153
Exp.,OpenFF-1.0,p38,N,56.0,,,,,
Exp.,OpenFF-1.0,p38,RMSE,1.3462149828645975,1.36791399235339,0.273949216968585,1.477447293382657,1.1088070561646255,2.1769820183126787
Exp.,OpenFF-1.0,p38,MUE,1.035392742628844,1.0798214285714285,0.13744358748192467,1.1107847998211586,0.8763611593039757,1.39438355992991
Exp.,OpenFF-1.0,ptp1b,N,49.0,,,,,
Exp.,OpenFF-1.0,ptp1b,RMSE,1.7932534201285417,1.610737567142482,0.29950134141357304,1.8542418140563761,1.2960177647855722,2.4773037162882474
Exp.,OpenFF-1.0,ptp1b,MUE,1.290242285394323,1.0825170068027214,0.2061075131427484,1.2807969567251134,0.8948752565550682,1.7118693302388057
Exp.,OpenFF-1.0,galectin,N,7.0,,,,,
Exp.,OpenFF-1.0,galectin,RMSE,0.9958436516996134,0.9803570778037969,0.22668921157970603,0.9707560131065398,0.5670356579426861,1.4251588383161606
Exp.,OpenFF-1.0,galectin,MUE,0.8174559634940118,0.8052380952380952,0.20902778700695923,0.8160634042418212,0.4524824804750324,1.2819289951242052
Exp.,OpenFF-1.0,cdk2,N,25.0,,,,,
Exp.,OpenFF-1.0,cdk2,RMSE,1.0993323553540861,1.0404870654329799,0.17121578931992298,1.1061481902740966,0.8186731962683378,1.5312174671045058
Exp.,OpenFF-1.0,cdk2,MUE,0.9345744414865788,0.9024000000000002,0.12997476818963258,0.9193756786893018,0.6806146761209607,1.1844281891229347
Exp.,OpenFF-1.0,cmet,N,57.0,,,,,
Exp.,OpenFF-1.0,cmet,RMSE,1.8143811287428968,1.9746091477934835,0.6217244670900244,2.2768432011764,1.474551121919012,3.8045822375705556
Exp.,OpenFF-1.0,cmet,MUE,1.5845563329869075,1.4378362573099412,0.23503418347761154,1.5727604605022476,1.1866147363930402,2.1183566891000685
Exp.,OpenFF-1.0,mcl1,N,71.0,,,,,
Exp.,OpenFF-1.0,mcl1,RMSE,1.6112805038590499,1.5602615546554484,0.17130994689404863,1.692444707068805,1.3945043788589846,2.0907145979394666
Exp.,OpenFF-1.0,mcl1,MUE,1.3077617744458605,1.289154929577465,0.12146533000539858,1.3677615842904212,1.148125534739728,1.6160549824258388
Exp.,OpenFF-1.0,bace,N,58.0,,,,,
Exp.,OpenFF-1.0,bace,RMSE,1.0869124626883524,1.0371195004615175,0.3106296022852986,1.2712051671434081,0.909328418934212,2.1490322636681594
Exp.,OpenFF-1.0,bace,MUE,0.8386916340835033,0.8091954022988503,0.13133802704668845,0.8940456244952922,0.676828224540927,1.2097842196368462
Exp.,OpenFF-1.0,bace_hunt,N,60.0,,,,,
Exp.,OpenFF-1.0,bace_hunt,RMSE,1.0943854953279961,1.1104172555762457,0.11738254373148979,1.1246641258180168,0.9104311757782002,1.3576583461218674
Exp.,OpenFF-1.0,bace_hunt,MUE,0.8251457704756637,0.8399444444444444,0.09414129293211232,0.8651214217444368,0.6952854654572567,1.0672986355248113
Exp.,OpenFF-1.0,bace_p2,N,26.0,,,,,
Exp.,OpenFF-1.0,bace_p2,RMSE,1.0660529239601324,1.1017965127715532,0.2041097941145031,1.1708150094048169,0.8799704705523377,1.644826208173887
Exp.,OpenFF-1.0,bace_p2,MUE,0.9049180688299534,0.9243589743589744,0.1424585270667945,0.9517057004734121,0.6931322163975887,1.2526258615418553
Exp.,OpenFF-1.0,tyk2,N,24.0,,,,,
Exp.,OpenFF-1.0,tyk2,RMSE,1.149396830583247,1.1385813948034602,0.17817534531663062,1.1396941024804028,0.7944998107560575,1.4661404610540207
Exp.,OpenFF-1.0,tyk2,MUE,0.8642266142578685,0.8333333333333336,0.16017791485008606,0.8582237606132046,0.5665408039109948,1.209892444808517
Exp.,OpenFF-1.0,ros1,N,61.0,,,,,
Exp.,OpenFF-1.0,ros1,RMSE,2.4035964301045865,2.5296437037178903,0.4031755693348558,2.571491257393439,1.8742092703890478,3.4399451797856195
Exp.,OpenFF-1.0,ros1,MUE,1.6870320662345568,1.7381420765027324,0.2319064130419671,1.772528200923884,1.3413368968272883,2.268476543553032
Exp.,OpenFF-1.0,eg5,N,65.0,,,,,
Exp.,OpenFF-1.0,eg5,RMSE,1.9484013582721684,1.7623423612597522,0.24123669430994615,2.0006979162982312,1.5666950735453042,2.483170954911959
Exp.,OpenFF-1.0,eg5,MUE,1.5584885743650703,1.3544615384615386,0.16426950679396907,1.5238210289732623,1.2203808215593646,1.8668953897512688
Exp.,OpenFF-1.0,cdk8,N,54.0,,,,,
Exp.,OpenFF-1.0,cdk8,RMSE,1.8164667349466317,1.672235818820078,0.19848439223173225,1.8121884211873807,1.466698000559254,2.2166957220151144
Exp.,OpenFF-1.0,cdk8,MUE,1.4409113682105104,1.3098148148148152,0.16428345604150793,1.3983365808359822,1.098854141666972,1.7574930063498806
Exp.,OpenFF-1.0,hif2a,N,92.0,,,,,
Exp.,OpenFF-1.0,hif2a,RMSE,2.4790667652170324,2.400788341740219,0.2191980621965479,2.4874680029930616,2.063632188578655,2.9108207263055332
Exp.,OpenFF-1.0,hif2a,MUE,1.8776376517494908,1.8125724637681164,0.17570397544361918,1.880816602249592,1.5412049457031864,2.229383299486224
Exp.,OpenFF-1.0,pfkfb3,N,66.0,,,,,
Exp.,OpenFF-1.0,pfkfb3,RMSE,1.9577438787888304,1.877660760803168,0.24657043166969433,2.0865443540974247,1.686508596440546,2.6722636763896945
Exp.,OpenFF-1.0,pfkfb3,MUE,1.6572114345788296,1.5554040404040403,0.1667432555576217,1.6560653896846627,1.3496013046518511,1.9915011987755795
Exp.,OpenFF-1.0,pde10,N,59.0,,,,,
Exp.,OpenFF-1.0,pde10,RMSE,2.347360137276392,1.938713728941742,0.31145189518430094,2.233949290501409,1.6879038862689497,2.891466758593274
Exp.,OpenFF-1.0,pde10,MUE,1.635214749892255,1.4522033898305087,0.2061251245602117,1.6072204692968384,1.2260176656198765,2.012612171143741
Exp.,OpenFF-1.0,shp2,N,56.0,,,,,
Exp.,OpenFF-1.0,shp2,RMSE,2.7613263953989162,2.69981363260386,0.6681918414214064,3.2106440681045805,2.320959335567934,4.97472793476687
Exp.,OpenFF-1.0,shp2,MUE,2.326704334412544,2.2142857142857144,0.3011929844198758,2.414436122784993,1.8909635817968709,3.0685613947784054
Exp.,OpenFF-1.0,syk,N,101.0,,,,,
Exp.,OpenFF-1.0,syk,RMSE,1.5762608819331914,1.3314711418352838,0.3066644135435506,1.7200657189518274,1.3104823707457245,2.512406159476889
Exp.,OpenFF-1.0,syk,MUE,1.2020515796102325,1.042970297029703,0.1300852994584843,1.2260673147863972,1.010450245800634,1.5306868078749272
Exp.,OpenFF-1.0,tnks2,N,60.0,,,,,
Exp.,OpenFF-1.0,tnks2,RMSE,0.8871209783953403,0.9075132893629551,0.11384300983530464,0.9433227272841435,0.7476619407193712,1.1846390095144501
Exp.,OpenFF-1.0,tnks2,MUE,0.7465120878517473,0.7067777777777777,0.07818873767253025,0.7365832397796808,0.5939065784918931,0.8942431059681432
Exp.,OpenFF-1.0_converged,all,N,868.0,,,,,
Exp.,OpenFF-1.0_converged,all,RMSE,1.4974079465314927,1.476776070609222,0.049540796346283736,1.5021516888912994,1.4049477254734009,1.5977094570211705
Exp.,OpenFF-1.0_converged,all,MUE,1.1084415408243018,1.0877342549923195,0.03568403247101011,1.1115682008055625,1.0437360454426452,1.182639312079395
Exp.,OpenFF-1.0_converged,jnk1,N,30.0,,,,,
Exp.,OpenFF-1.0_converged,jnk1,RMSE,0.9647749587888759,0.974762269213105,0.13210583847897717,0.9749869678044544,0.7117606634656669,1.2282371029198786
Exp.,OpenFF-1.0_converged,jnk1,MUE,0.7969087913884526,0.7666666666666669,0.11325501553374884,0.7698645593141166,0.5539680703736537,0.9984459576850667
Exp.,OpenFF-1.0_converged,pde2,N,23.0,,,,,
Exp.,OpenFF-1.0_converged,pde2,RMSE,1.211784694647781,1.2529707693287464,0.3249050021255346,1.2748875447992631,0.6574224385450803,1.898339749374241
Exp.,OpenFF-1.0_converged,pde2,MUE,0.8172443782452171,0.8033333333333331,0.2125056226224738,0.8603893497439447,0.5062465269823503,1.334132392410437
Exp.,OpenFF-1.0_converged,thrombin,N,15.0,,,,,
Exp.,OpenFF-1.0_converged,thrombin,RMSE,1.2253397232960717,1.2277214667830811,0.1736982500984157,1.221993646452177,0.8833239868356905,1.5504021147815203
Exp.,OpenFF-1.0_converged,thrombin,MUE,1.0732882040400653,1.0055555555555555,0.17985425152145695,1.0133808511583258,0.6921729550152325,1.39616809894556
Exp.,OpenFF-1.0_converged,p38,N,48.0,,,,,
Exp.,OpenFF-1.0_converged,p38,RMSE,1.1663521456301178,1.1622042634580207,0.1044599769216165,1.1770551973045829,0.978451617511798,1.381786238140362
Exp.,OpenFF-1.0_converged,p38,MUE,0.9686606378997846,0.9432638888888891,0.09699873850109927,0.962095573828333,0.7792104018445049,1.1603748203742574
Exp.,OpenFF-1.0_converged,ptp1b,N,29.0,,,,,
Exp.,OpenFF-1.0_converged,ptp1b,RMSE,0.9151559115984728,0.80852379554924,0.14733640391390418,0.8998941183099743,0.6311877652913226,1.2212570167489876
Exp.,OpenFF-1.0_converged,ptp1b,MUE,0.6949600012225936,0.639195402298851,0.11163131327754447,0.7180966970767156,0.5104379987860204,0.9443002159560399
Exp.,OpenFF-1.0_converged,galectin,N,7.0,,,,,
Exp.,OpenFF-1.0_converged,galectin,RMSE,0.9660320609837124,0.9803570778037969,0.23114970812341726,0.9740830332037698,0.5515841927182338,1.432368419995288
Exp.,OpenFF-1.0_converged,galectin,MUE,0.8853430170345139,0.8052380952380952,0.21345322774674352,0.8212669016747329,0.44070820990020426,1.2844903554099072
Exp.,OpenFF-1.0_converged,cdk2,N,22.0,,,,,
Exp.,OpenFF-1.0_converged,cdk2,RMSE,0.9857475641757149,1.0317294493061917,0.13455487017681778,1.0405594985186166,0.7720446583563856,1.295870095663286
Exp.,OpenFF-1.0_converged,cdk2,MUE,0.9090717811996507,0.8803030303030308,0.11969108031827282,0.8808672814145873,0.6562081897052352,1.1412726015838563
Exp.,OpenFF-1.0_converged,cmet,N,41.0,,,,,
Exp.,OpenFF-1.0_converged,cmet,RMSE,1.6059412784517693,1.5917058906331982,0.18688635630411693,1.602339281086512,1.2607805559489003,1.9799513082106595
Exp.,OpenFF-1.0_converged,cmet,MUE,1.274009985043465,1.2930894308943088,0.1503561453300565,1.31001383566977,1.032995127293897,1.6389630586641502
Exp.,OpenFF-1.0_converged,mcl1,N,59.0,,,,,
Exp.,OpenFF-1.0_converged,mcl1,RMSE,1.569549893867337,1.5525779545918927,0.14434406424985727,1.5663923695816377,1.2956459370496964,1.8495859880733863
Exp.,OpenFF-1.0_converged,mcl1,MUE,1.3104275271605892,1.2577401129943504,0.12176455166980818,1.2759011421594921,1.0531376827059526,1.5291934466182766
Exp.,OpenFF-1.0_converged,bace,N,55.0,,,,,
Exp.,OpenFF-1.0_converged,bace,RMSE,1.0076114075864933,1.0084086873922105,0.11009687577889635,1.0246337523463844,0.8176478982273571,1.2442226907483458
Exp.,OpenFF-1.0_converged,bace,MUE,0.7571856154695281,0.7766060606060604,0.08831558295762319,0.7907082525913263,0.6208075783436305,0.9736629406127201
Exp.,OpenFF-1.0_converged,bace_hunt,N,57.0,,,,,
Exp.,OpenFF-1.0_converged,bace_hunt,RMSE,1.1477270232885024,1.078718104296953,0.12109873383181771,1.0945246733135003,0.864319509885315,1.3287346050907731
Exp.,OpenFF-1.0_converged,bace_hunt,MUE,0.8716527866645317,0.8178947368421052,0.09278658958458057,0.844639426124789,0.674052811367546,1.037916612488176
Exp.,OpenFF-1.0_converged,bace_p2,N,25.0,,,,,
Exp.,OpenFF-1.0_converged,bace_p2,RMSE,1.0613035399919326,1.024241074053261,0.10159030644234995,1.0483257350883308,0.8365456042269069,1.240952660198555
Exp.,OpenFF-1.0_converged,bace_p2,MUE,0.8768367359867832,0.8689333333333334,0.11151909730057491,0.8906779200409345,0.662457161794158,1.1084442303379105
Exp.,OpenFF-1.0_converged,tyk2,N,24.0,,,,,
Exp.,OpenFF-1.0_converged,tyk2,RMSE,1.0661068215373304,1.1385813948034602,0.18792169555347063,1.133190492235263,0.7630235285239444,1.4940995369302883
Exp.,OpenFF-1.0_converged,tyk2,MUE,0.8637489682819859,0.8333333333333336,0.16074055755500075,0.8500486763594616,0.5461826389611829,1.1679145505618054
Exp.,OpenFF-1.0_converged,ros1,N,46.0,,,,,
Exp.,OpenFF-1.0_converged,ros1,RMSE,1.906150132485954,1.8730998100877396,0.23103373811025069,1.8807107387329716,1.4322769913659406,2.3318609732091815
Exp.,OpenFF-1.0_converged,ros1,MUE,1.3925344725999411,1.3537681159420292,0.18369008807644002,1.3876063127633969,1.033324293085436,1.7554011612700269
Exp.,OpenFF-1.0_converged,eg5,N,40.0,,,,,
Exp.,OpenFF-1.0_converged,eg5,RMSE,1.689542148530034,1.7766254685654927,0.2404832104823747,1.794734596884256,1.329921763159791,2.2629805275233412
Exp.,OpenFF-1.0_converged,eg5,MUE,1.2616918781682576,1.3650833333333332,0.18307877414282184,1.3932604488525513,1.075781970768471,1.7734092405980193
Exp.,OpenFF-1.0_converged,cdk8,N,31.0,,,,,
Exp.,OpenFF-1.0_converged,cdk8,RMSE,1.3861761198748341,1.2977004751858157,0.1597718533310892,1.3190485053436605,1.0081875750570877,1.633619958763498
Exp.,OpenFF-1.0_converged,cdk8,MUE,0.9701936490699691,1.003870967741936,0.15116441963332697,1.0451857328074967,0.7699108611376037,1.3809708941528678
Exp.,OpenFF-1.0_converged,hif2a,N,66.0,,,,,
Exp.,OpenFF-1.0_converged,hif2a,RMSE,2.426728559732854,2.3726497497559205,0.24928497779565967,2.377485464403723,1.8730518014810662,2.85592151755829
Exp.,OpenFF-1.0_converged,hif2a,MUE,1.6845734316267034,1.7351010101010094,0.20014127737391327,1.740811097520835,1.3511183407080274,2.1374200056351245
Exp.,OpenFF-1.0_converged,pfkfb3,N,51.0,,,,,
Exp.,OpenFF-1.0_converged,pfkfb3,RMSE,1.876704325182783,1.811106199119206,0.1725283202411881,1.859833101283277,1.520229385643213,2.2084749169340476
Exp.,OpenFF-1.0_converged,pfkfb3,MUE,1.4435642448633201,1.4584967320261433,0.15993024020876334,1.4826482455931822,1.1976434503731919,1.8135368727752998
Exp.,OpenFF-1.0_converged,pde10,N,41.0,,,,,
Exp.,OpenFF-1.0_converged,pde10,RMSE,1.706409538638474,1.7042449790184175,0.2493623939525396,1.7316767469035883,1.2678625254610854,2.212644060994089
Exp.,OpenFF-1.0_converged,pde10,MUE,1.2232118931412916,1.2095934959349597,0.19183626081945584,1.2373437725237928,0.8862336882668483,1.6536327819007681
Exp.,OpenFF-1.0_converged,shp2,N,24.0,,,,,
Exp.,OpenFF-1.0_converged,shp2,RMSE,2.3163362867000274,2.2588614593623446,0.26931166798443246,2.24273200555562,1.7346526755830705,2.7923157966517405
Exp.,OpenFF-1.0_converged,shp2,MUE,1.842192059875603,1.8520833333333317,0.26203190426307726,1.865203893028438,1.3729943188604878,2.4282025884979395
Exp.,OpenFF-1.0_converged,syk,N,80.0,,,,,
Exp.,OpenFF-1.0_converged,syk,RMSE,1.1988441073696725,1.162956660604532,0.0945197892745381,1.1963822590616306,1.01329829017564,1.3842480123511385
Exp.,OpenFF-1.0_converged,syk,MUE,0.939074673380714,0.9170416666666668,0.08497852623543822,0.950008477229899,0.7910560274495683,1.115422387324925
Exp.,OpenFF-1.0_converged,tnks2,N,54.0,,,,,
Exp.,OpenFF-1.0_converged,tnks2,RMSE,0.7940115090194071,0.8357926673021543,0.09408026766604101,0.8549389621661435,0.6850016729165785,1.0510422847919871
Exp.,OpenFF-1.0_converged,tnks2,MUE,0.6654670573671524,0.6702469135802467,0.07271530022584119,0.6869319516065467,0.5537003476489135,0.84167044209833
Exp.,OpenFF-1.2,all,N,551.0,,,,,
Exp.,OpenFF-1.2,all,RMSE,2.096279554393873,1.9529810939322234,0.12102569267370948,2.085468083891099,1.8664085771748729,2.346659000124947
Exp.,OpenFF-1.2,all,MUE,1.4883511960111613,1.417208106473079,0.061582554104374194,1.4901309113256767,1.3743930000515785,1.6188459280353946
Exp.,OpenFF-1.2,cmet,N,57.0,,,,,
Exp.,OpenFF-1.2,cmet,RMSE,2.017977438487936,2.3875954610800343,0.7306513672499448,2.401137724201193,1.3731573487045339,4.05908838002432
Exp.,OpenFF-1.2,cmet,MUE,1.379677923879529,1.4274853801169591,0.2574415955927961,1.4902783532630866,1.05249811127509,2.0531142820643145
Exp.,OpenFF-1.2,eg5,N,65.0,,,,,
Exp.,OpenFF-1.2,eg5,RMSE,1.997812716942125,1.9005581838650478,0.21406713375206268,2.0102142580246762,1.5960848921791042,2.441481426851156
Exp.,OpenFF-1.2,eg5,MUE,1.4432857829004435,1.4467948717948715,0.16515479643992745,1.5044869335259412,1.2075879173384516,1.8312471797047527
Exp.,OpenFF-1.2,cdk8,N,54.0,,,,,
Exp.,OpenFF-1.2,cdk8,RMSE,1.6744705896768177,1.6210017605847722,0.24747559589066312,1.7604523387632598,1.401290285712962,2.3927404626446624
Exp.,OpenFF-1.2,cdk8,MUE,1.3574432555445077,1.3164814814814816,0.15226996653252634,1.384175223701034,1.1130981247518181,1.698073632428581
Exp.,OpenFF-1.2,hif2a,N,92.0,,,,,
Exp.,OpenFF-1.2,hif2a,RMSE,2.5487953790397255,2.4728814433470605,0.20077963731901946,2.546752844800627,2.1759869463901844,2.9483575145917524
Exp.,OpenFF-1.2,hif2a,MUE,1.9122353427937173,1.9162681159420292,0.17027247774693868,1.968148764290769,1.648377105569814,2.3227827667671908
Exp.,OpenFF-1.2,pfkfb3,N,66.0,,,,,
Exp.,OpenFF-1.2,pfkfb3,RMSE,2.078628191981226,1.990183315584177,0.18284565773255876,2.1462624729855007,1.7967216370949868,2.5072938759961674
Exp.,OpenFF-1.2,pfkfb3,MUE,1.6843251922925229,1.5784848484848484,0.17019535543203354,1.7113727992270147,1.3806461123750595,2.069720934309028
Exp.,OpenFF-1.2,shp2,N,56.0,,,,,
Exp.,OpenFF-1.2,shp2,RMSE,2.710685100467156,2.407258616688088,0.3707060697591661,2.7776167312938176,2.12637905483915,3.623038552946856
Exp.,OpenFF-1.2,shp2,MUE,2.061303800881033,1.9014285714285708,0.23557827406538576,2.1008768841888132,1.6660629740407733,2.5812911796940177
Exp.,OpenFF-1.2,syk,N,101.0,,,,,
Exp.,OpenFF-1.2,syk,RMSE,1.4346564219047142,1.3639644863089329,0.14828562346869575,1.452831272054258,1.1823318371204385,1.7689244008893263
Exp.,OpenFF-1.2,syk,MUE,1.029811262683706,1.0059405940594055,0.10261494828948481,1.0437605040262943,0.8374043917488201,1.2507134189895994
Exp.,OpenFF-1.2,tnks2,N,60.0,,,,,
